,Ticker,MarketCap,AvgVol,Turnover
230,MON.MI,54.5M,31065,34917.0580347
231,MS.MI,3.952B,10551970,33438874.7232
232,MSK.MI,264.0M,332662,908573.591502
233,MT.MI,712.5M,1255461,5666085.8097
234,MTF.MI,13.1M,3125334,81715.3127529
236,MTV.MI,46.8M,1955717,779947.336013
237,MUV2.MI,27.911B,119,12376.2539171
238,NICE.MI,309.9M,31537,84092.7108244
239,NOE.MI,37.8M,3013,16097.6748481
240,NOK1V.MI,20.667B,70965,795222.085673
241,NR.MI,12.0M,32,362.402851191
242,NRST.MI,36.5M,21000,37984.4658322
243,OLI.MI,14.1M,93901,110009.343166
244,OR.MI,76.414B,246,29098.3309116
245,PAN.MI,61.9M,25059,56383.6364209
246,PC.MI,5.806B,2437289,23915498.0648
247,PCP.MI,5.002B,64041,409055.36477
250,PFG.MI,408.9M,157018,1072072.78353
251,PG.MI,27.3M,167932800,0
252,PGR.MI,17.995B,914,421.052292502
253,PHIA.MI,20.371B,1175,25391.1206036
254,PIA.MI,943.5M,681271,1766369.39681
255,PINF.MI,110.3M,46043,259583.725565
256,PLT.MI,4.584B,649538,3334744.85371
257,PMI.MI,2.169B,104726120,37147758.6496
259,POL.MI,43.8M,34298,27501.9323016
260,POPR.MI,7.5M,20000,2816.79942578
262,PQ.MI,95.8M,27736,151175.708811
263,PR.MI,59.1M,31483,34107.8704223
265,PRI.MI,141.9M,20860,188278.885524
266,PRL.MI,11.4M,366383,236723.064617
267,PRM.MI,41.5M,4040,94430.4280387
268,PRO.MI,236.2M,1585927,944781.192714
269,PRS.MI,409.9M,739329,797652.842912
270,PRT.MI,402.7M,173303,1024652.5383
271,PRY.MI,3.372B,1623143,17635958.6138
272,PSF.MI,7.9M,1733,30053.5941773
273,RAT.MI,64.0M,4877,38911.0207454
275,RCS.MI,662.2M,1663620,3447692.71377
278,REC.MI,2.489B,271560,2262918.87731
279,REY.MI,515.6M,15017,824261.943033
281,RIC.MI,23.3M,561272,99395.7416012
282,RM.MI,108.4M,478313,330825.201099
283,RN.MI,145.2M,252555,146735.125225
284,RNO.MI,18.259B,158,35502.3500989
285,ROS.MI,16.3M,28416,36149.7002153
286,RWE.MI,19.119B,1927,75921.0211945
287,S24.MI,116.0M,323711,253579.220252
288,SAB.MI,143.9M,7532,118873.220444
290,SANF.MI,102.1B,1227,100556.680584
291,SANT.MI,88.154B,15057,83947.1940792
292,SAP.MI,67.194B,299,22390.5901507
293,SAT.MI,139.8M,13010,46794.0263081
294,SAVE.MI,675.1M,10867,320446.382241
295,SFER.MI,3.628B,406192,10482254.8895
296,SFL.MI,1.018B,175120,3044428.37676
297,SG.MI,159.0M,9322,88808.3180266
298,SGR.MI,144.3M,8467,89455.5920525
299,SIE.MI,81.694B,1091,151112.257313
300,SII.MI,6.1M,733835,79145.8209065
301,SIS.MI,2.109B,173061,1067481.59784
302,SNA.MI,211.6M,183865,437920.795329
303,SO.MI,451.6M,246826,893950.252974
304,SOL.MI,605.9M,51891,162864.911241
306,SPM.MI,8.838B,2158214,42251302.9416
307,SPMR.MI,8.789B,118,1279.42098353
309,SRG.MI,14.819B,11064312,26737448.7601
310,SRI.MI,127.2M,21160,166015.532186
311,SRN.MI,1.041B,821995,2375149.71342
312,SRS.MI,940.6M,1529373,1746179.9761
313,SSB.MI,17.1M,1313450,171837.536199
315,SSL.MI,34.8M,183043,152030.270706
317,STEF.MI,29.2M,228325,136911.706395
318,STEFR.MI,12.341B,48,2087.75510204
319,STM.MI,5.914B,4314329,31092994.9545
320,STS.MI,1.402B,674825,6535482.15051
321,TAS.MI,25.5M,17564,28377.9223053
322,TBS.MI,69.2M,29627,28702.5584286
323,TEF.MI,56.210B,1707,24172.5750074
324,TEN.MI,20.140B,1791445,23960196.8546
325,TER.MI,76.8M,51925,176122.720408
326,TES.MI,66.8M,167204,253176.628876
327,TFI.MI,460.0M,105612,681632.36554
328,TIP.MI,355.5M,187130,615398.823235
329,TIS.MI,108.5M,35511056,2022541.23686
330,TIT.MI,17.979B,115006952,89531049.0977
331,TITR.MI,14.171B,22793416,12711481.3974
332,TME.MI,145.9M,183449,81682.757927
333,TMER.MI,71.8M,21236,3434.68123827
334,TOD.MI,2.827B,107184,12341971.9473
335,TOT.MI,120.0B,1533,75652.4517312
336,TRN.MI,7.867B,10629377,21111673.1515
337,TXT.MI,89.0M,39989,967260.397583
339,UBI.MI,5.913B,8533987,38295810.846
