Ticker,MarketCap,AvgVol,Close,Turnover
IACI,5.774B,1296080,62.6187445887,81158902.4865223
IART,1.516B,128120,44.6616883117,5722055.506495
IBCA,162.3M,53316,7.3907359307,394044.476883334
IBCP,298.5M,83208,11.5483261803,960913.124810402
IBKC,2.065B,195694,61.7688412017,12087791.6101255
IBKR,1.285B,497569,21.4723809524,10683991.1181047
IBOC,1.761B,198064,24.0376824034,4760999.52754702
IBTX,908.1M,53653,46.0873390558,2472724.00236084
ICAD,88.6M,97450,8.5661802575,834774.26609435
ICCC,13.7M,2616,4.2550214592,11131.1361373457
ICFI,696.0M,104227,35.7544206009,3726575.99597
ICGE,773.8M,183992,17.6884978541,3254542.09717157
ICLR,2.904B,649481,41.7438626609,27111845.664864
ICON,1.952B,529041,37.8085281385,20002261.5349202
ICPT,5.255B,544639,184.306351931,100380427.209348
ICUI,925.3M,106589,63.4710300429,6765313.62124267
IDCC,1.895B,507916,34.5837662338,17565648.2104068
IDIX,3.613B,2441710,6.5975757576,16109366.7030407
IDRA,258.0M,2629690,3.1460944206,8273253.03690761
IDSA,36.4M,11295,3.3508583691,37847.9452789845
IDSY,62.9M,26270,5.68995671,149475.162770649
IDTI,2.235B,2819400,10.8833905579,30684631.3389433
IDXX,6.868B,264323,113.067038627,29886218.8510045
IEP,11.726B,142373,100.444206009,14300542.9421194
IESC,108.6M,10997,5.477965368,60241.1851515661
IFON,28.9M,340973,1.7229613734,587483.308368909
IGLD,199.1M,3953,9.2955411255,36745.2740692596
IGOI,9.4M,4325,3.0556846473,13215.8360995725
IGTE,2.042B,240238,32.3238197425,7765409.80729872
III,192.9M,130150,4.4473160173,578818.179654198
IIIN,358.9M,72523,18.7487553648,1359715.98532139
IIJI,1.080B,6322,13.0127272727,82266.4618180094
IILG,1.269B,344191,24.9312875536,8581124.79436114
IIN,48.0M,32716,4.7560085837,155597.576824002
IIVI,886.3M,282714,16.4565367965,4652493.3438857
IKAN,43.5M,239856,1.0072532189,241595.728067681
IKNX,49.2M,4327,20.100944206,86976.785579362
ILMN,21.904B,1949170,121.462640693,236751335.359575
IMCB,105.6M,616,15.9930472103,9851.7170815448
IMGN,1.015B,961572,15.0821888412,14502610.4884104
IMI,103.9M,387350,4.3480686695,1684224.39914245
IMKTA,592.2M,50783,25.7453648069,1307426.8609888
IMMR,320.3M,203028,11.8619480519,2408307.58908115
IMMU,287.3M,857250,4.6456277056,3982464.35065132
IMMY,61.3M,21281,5.9209871245,126004.526995633
IMOS,709.0M,271775,19.7761802575,5374671.38948206
IMRS,58.4M,275520,1.6953218884,467095.086694723
INAP,356.7M,189323,7.3128755365,1384495.535193
INBK,94.8M,12578,23.8325974026,299766.410129903
INCY,9.357B,2021590,48.0191774892,97075089.0203918
INDB,906.7M,72931,37.0319313305,2700775.7838647
INFA,3.940B,896095,38.583030303,34574060.5393668
INFI,604.3M,559711,14.0513304721,7864684.22986956
INFN,1.118B,1530240,9.5061038961,14546620.4259681
INFY,30.090B,1548090,53.694248927,83123529.8213994
ININ,1.136B,182952,64.0613733906,11720156.3845571
INOD,76.2M,16445,2.7715151515,45577.5666667464
INPH,30.3M,10369,4.8844206009,50646.5572103174
INSM,752.8M,1200760,15.7465236052,18907795.68418
INTC,152.8B,31495600,24.9663090129,786328882.146693
INTG,45.3M,2003,19.0644155844,38186.0244155532
INTL,366.5M,72678,19.2673390558,1400311.66789743
INTT,39.3M,17195,3.9231601732,67458.7391774862
INTU,22.827B,1611350,73.0162660944,117654760.371211
INTX,84.2M,116648,7.3007296137,851615.507982377
INVE,87.7M,74675,1.6257081545,121399.756438034
INWK,406.5M,196180,8.3721030043,1642439.16738161
IOSP,1.044B,93741,44.1562770563,4139253.56753462
IPAR,897.0M,126716,32.582360515,4128706.39501874
IPAS,81.6M,189212,1.6716309013,316292.626094883
IPCC,758.2M,34145,67.4983690987,2304731.81287511
IPCI,87.7M,199962,3.1982251082,639523.489091887
IPCM,697.2M,149486,51.2987553648,7668445.74446249
IPDN,25.3M,5050,4.1325751073,20869.504291865
IPGP,3.515B,388019,66.460944206,25788109.1098679
IPHS,1.237B,112614,51.6579828326,5817412.07871042
IPXL,2.074B,748589,23.9325321888,17915630.3386816
IQNT,462.6M,389338,11.8798712446,4625285.31063007
IRBT,1.164B,822962,36.2794372294,29856598.2211815
IRDM,628.5M,1582000,6.8059227468,10766969.785406
IRET,962.1M,384091,8.6209871245,3311243.56562097
IRG,381.9M,53545,14.2503004292,763032.336481514
IRIX,81.6M,23877,8.0677922078,192634.674545402
IROQ,67.0M,2695,16.3270995671,44001.5333333345
IRWD,2.108B,1550670,12.2773819742,19038167.9059327
ISBC,3.782B,6157610,22.27,137129974.7
ISCA,1.523B,115858,32.875974026,3808944.59870431
ISIG,40.5M,36727,2.8524463519,104761.797167333
ISIL,1.908B,1190010,11.8486266094,14099984.1514521
ISIS,4.181B,2878570,36.691888412,105620169.226131
ISLE,318.2M,98381,7.745974026,762056.670648955
ISNS,17.5M,22109,5.6267381974,124401.554806759
ISRG,15.552B,657925,396.119270386,260616770.968709
ISRL,330.7M,1277,127.091861472,162296.307099744
ISSC,110.3M,55438,7.4134334764,410985.925064109
ISSI,438.6M,160728,12.3855364807,1990702.50746995
ITIC,133.3M,8145,75.166223176,612228.88776852
ITMN,4.341B,2447500,22.3306866953,54654355.6867468
ITRI,1.582B,342284,39.6367811159,13567035.9874747
ITRN,499.7M,17802,21.3238626609,379607.403089342
IVAC,202.2M,74945,7.135751073,534788.864162987
IVAN,44.2M,461456,0.5971244635,275546.666437624
IXYS,388.5M,127936,11.3722510823,1454920.31446513
JACK,2.405B,432431,49.482034632,21397565.7179504
JACQ,39.9M,16314,10.3080686695,168165.832274223
JAKK,168.5M,470234,6.5699141631,3089397.01656646
JASO,487.2M,2926070,9.768008658,28581877.0939433
JAXB,61.4M,2106,8.1578787879,17180.4927272753
JAZZ,8.907B,928309,121.30416309,112607746.333915
JBHT,8.663B,863184,74.6319313305,64421089.0135863
JBLU,3.173B,8229300,8.1998283262,67478847.2446331
JBSS,283.1M,33441,23.5942857143,789016.508571906
JCOM,2.350B,439322,48.8632618026,21466705.9016418
JCS,107.5M,10991,11.7143347639,128752.253390025
JCTCF,28.2M,6959,10.7038961039,74488.4129870401
JDSU,2.812B,4093370,13.1547186147,53847130.5358545
JIVE,570.6M,741705,10.1354506438,7517514.41975968
JJSF,1.734B,74558,87.4224675325,6518044.33428814
JKHY,4.997B,315703,55.4251515152,17497886.6088032
JMBA,201.7M,159339,12.1004291845,1928070.28582905
JOBS,1.928B,82541,71.2773160173,5883300.94138396
JOEZ,71.6M,332067,1.1498701299,381833.924415541
JOUT,249.2M,20762,25.4488744589,528369.531515682
JRJC,94.6M,589469,3.9675757576,2338762.91424492
JSDA,16.4M,66995,0.5686266094,38095.1396995668
JSM,9.301B,36412,20.8106493506,757757.364154047
JST,112.0M,25256,7.2185714286,182312.239999964
JVA,44.3M,133453,6.2400429185,832752.447595908
JXSB,38.4M,359,20.1898283262,7248.1483691058
K,23.241B,2069630,62.7439055794,129856669.304294
KALU,1.286B,162134,69.5074678112,11269523.7861011
KBALB,630.0M,127711,14.55004329,1858200.57860919
KBIO,73.2M,224478,3.7996536797,852938.658700473
KCAP,275.8M,272617,8.3375107296,2272947.16257409
KCLI,503.9M,15380,45.7543347639,703701.668668782
KELYA,642.6M,189097,21.4433766234,4054878.18935507
KELYB,648.2M,181,21.4548917749,3883.3354112569
KEQU,45.7M,3628,16.309047619,59169.224761732
KERX,1.415B,2446060,12.7767965368,31252810.936805
KEYW,431.8M,547355,13.9762337662,7649961.4330984
KFFB,73.3M,1358,8.3350214592,11318.9591416343
KFRC,716.0M,175733,19.7304761905,3467295.77238514
KGJI,83.8M,249955,1.5295238095,382312.123808572
KINS,47.5M,10423,6.2148917749,64777.8169696785
KIOR,45.5M,1126320,1.6167381974,1820964.56651809
KIPO,59.3M,17030,6.3538528139,108206.113419866
KIPS,14.5M,128091,0.7102145923,90972.097339097
KIRK,296.0M,142559,19.0621459227,2717480.46059419
KLAC,11.502B,1372450,63.4687982833,87107752.2039151
KLIC,1.061B,583700,12.4433333333,7263173.66664721
KNDI,535.8M,1870170,10.3767965368,19406373.5792273
KONA,167.5M,66809,16.5812554113,1107777.09277354
KONE,7.5M,9453,4.4803896104,42353.1229870167
KOOL,47.3M,454402,1.4099134199,640667.477833944
KOPN,197.6M,186184,3.698961039,688687.362077729
KOSS,24.0M,5850,4.8668240343,28470.9206008305
KRFT,35.206B,2509270,54.9599570815,137909371.505896
KRNY,999.0M,36197,12.0233766234,435210.16363721
KTCC,111.4M,12433,10.5798701299,131539.525325047
KTEC,74.0M,11052,13.4052380952,148154.69142815
KTOS,438.8M,547377,7.7069098712,4218585.20458974
KUTV,57.7M,326723,2.2979828326,750803.845022104
KVHI,206.5M,36762,13.4070995671,492871.79428573
KYTH,870.9M,219880,38.4388841202,8451941.84034958
LABC,48.6M,1067,18.5317748918,19773.4038095506
LABL,636.0M,43350,34.9061373391,1513181.05364999
LACO,125.1M,23527,4.4477489178,104642.188787904
LAKE,38.4M,7694,5.9711158798,45941.765579412
LAMR,4.928B,1507470,48.9096995708,73729904.8119939
LANC,2.579B,92208,86.7600865801,7999974.06337786
LAND,84.1M,20072,14.5334334764,291715.076738301
LARK,63.8M,4294,19.7289270386,84716.0127037484
LAWS,140.3M,14002,13.8206437768,193516.654162754
LAYN,256.7M,172941,17.442832618,3016580.91578954
LBAI,396.6M,84595,11.3456277056,959783.375755232
LBIX,11.9M,1841,4.2696536797,7860.4324242357
LBTYA,34.276B,3618580,67.9337662338,245823767.818304
LBTYB,35.109B,398,68.0164377682,27070.5422317436
LBTYK,33.014B,3596810,65.0033333333,233804639.366547
LCNB,140.4M,24777,17.9450214592,444623.796694598
LCUT,206.8M,69930,15.6806008584,1096544.41802791
LECO,5.550B,431714,68.6351515152,29630755.801233
LEDS,28.9M,119131,1.1052360515,131667.876051246
LFUS,2.057B,122741,87.0587553648,10685678.6922309
LFVN,128.1M,471279,1.7654771784,832032.319168599
LGCY,1.794B,227905,27.2305194805,6205971.54220335
LGND,1.294B,279278,58.1340772532,16235568.8271192
LHCG,359.6M,42691,22.4915151515,960185.273332687
LIME,9.8M,7800,2.5745064378,20081.150214606
LINC,94.1M,166822,4.6330901288,772901.361460001
LINE,10.506B,1218460,29.0494372294,35395577.2865347
LINTA,14.288B,2691210,27.242034632,73314036.0219847
LINTB,14.199B,130,27.2452360515,3541.880686695
LION,279.3M,53911,14.676969697,791250.113334967
LIOX,349.2M,373238,5.3220779221,1986401.7194813
LIVE,57.7M,1698120,5.5858008658,9485360.1662323
LIWA,10.5M,56128,4.7262770563,265276.478614884
LKFN,622.0M,52862,36.1804329004,1912570.04398094
LKQ,7.854B,2025840,29.5703433476,59904784.367302
LLEN,15.0M,615172,0.4312244898,265277.231836785
LLNW,299.4M,429733,2.1339914163,917046.533305145
LLTC,11.007B,2529910,43.6983690987,110552940.966492
LMAT,129.6M,15475,7.6441201717,118292.759656593
LMCA,15.255B,797505,138.907402597,110779348.10812
LMIA,171.2M,59669,13.9156652361,830333.828972851
LMNR,311.5M,40769,23.3696969697,952759.175757699
LMNX,748.8M,216473,18.8731168831,4085520.23103531
LMOS,316.9M,152727,17.7126406926,2705198.47505872
LNBB,109.2M,13762,10.363982684,142629.129697208
LNCE,1.829B,175517,27.777639485,4875447.94948875
LNCO,3.906B,1152020,29.5175536481,34004812.1536842
LNDC,321.6M,108839,11.9625974026,1301997.13870158
LOAN,13.4M,12478,1.9319047619,24106.3076189882
LOCM,45.6M,70183,1.7664502165,123974.77554111
LOGI,2.124B,687475,12.1253246753,8335857.58115187
LOGM,1.129B,249444,36.2152380952,9033673.85141907
LOJN,96.6M,60031,4.5127896996,270907.278454887
LONG,602.7M,24173,17.234248927,416603.499312371
LOOK,11.4M,11816,1.62995671,19259.5684848874
LOPE,2.092B,297322,43.2563519313,12861065.068918
LORL,2.201B,104217,72.1529184549,7519560.70261431
LPDX,51.8M,56766,4.1941630901,238085.86197432
LPHI,44.4M,17792,2.3593133047,41976.9023175782
LPLA,4.945B,801494,45.7887982833,36699447.0912752
LPNT,2.755B,789306,52.6586695279,41563803.8103886
LPSB,58.4M,4503,10.7578354978,48442.5332465934
LPSN,542.0M,400012,11.1025751073,4441163.27382129
LPTH,19.2M,20481,1.4675107296,30056.0872531424
LPTN,64.4M,36325,4.8357142857,175657.321428416
LQDT,502.6M,1173800,23.9542857143,28117540.5714453
LRAD,66.5M,58780,1.7974248927,105652.635192906
LRCX,10.707B,2090570,53.8954935622,112672301.976328
LSBI,64.9M,5641,28.8390909091,162681.311818233
LSBK,70.3M,614,12.1008154506,7429.9006866684
LSCC,938.0M,1345770,6.3094805195,8491109.5987006
LSTR,2.826B,324505,58.216969697,18891697.751525
LTBR,40.8M,139682,2.1467965368,299868.833853298
LTRE,33.4M,1514,3.1934763949,4834.9232618029
LTRX,28.2M,29238,1.8295670996,53492.8828572277
LULU,5.882B,3875180,58.2799134199,225845154.886528
LUNA,20.2M,61030,1.4003433476,85462.9545064692
LVNTA,5.316B,460102,100.786147186,46371907.892573
LVNTB,4.767B,48,100.716839827,4834.408311696
LWAY,225.6M,28847,14.5623809524,420081.003333883
LXRX,836.8M,1612560,1.9761802575,3186709.23605033
LYTS,188.3M,43622,8.2341630901,359190.662317651
MACK,735.2M,2236430,4.9269957082,11018881.0115779
MAG,75.8M,6519,20.8067965368,135639.506623399
MAGS,62.5M,8908,3.6554978355,32563.174718634
MANH,2.600B,504044,68.691888412,34623734.2027381
MANT,1.083B,256570,29.0149350649,7444361.88960139
MARK,98.8M,18522,4.9326609442,91362.7460086576
MARPS,32.8M,5514,16.4406926407,90653.9792208198
MASI,1.336B,623884,26.7925541126,16715445.8299853
MAT,13.206B,2891340,41.2754545455,119341372.745586
MATR,96.9M,61750,5.0815879828,313788.057939752
MATW,1.099B,210217,40.4355844156,8500247.24909419
MAYS,99.3M,1973,36.7084848485,72425.8406060905
MBFI,1.492B,281025,29.2729184549,8226421.90878827
MBLX,32.5M,76752,1.2110729614,92952.2719310702
MBRG,128.5M,25334,18.7989270386,476252.017595892
MBTF,127.4M,24858,4.5346320346,112721.883116833
MBVT,192.7M,12302,31.002832618,381396.846866636
MBWM,183.4M,44605,20.7772294372,926768.319046306
MCBC,175.7M,63830,5.0754935622,323968.754077141
MCBF,24.5M,145,3.224248927,467.5160944208
MCBK,50.8M,2309,17.70527897,40881.48914173
MCEP,472.2M,75473,23.0314285714,1738251.00856927
MCGC,243.1M,871783,4.3708225108,3810408.76095019
MCHP,9.633B,1545540,43.9898701299,67988103.8805656
MCHX,436.3M,307700,9.2828571429,2856335.14285802
MCOX,51.6M,17539,3.907965368,68541.8045888258
MCRI,251.0M,34445,18.2434334764,628395.066094598
MCRL,628.0M,269480,10.0508583691,2708505.31330507
MCRS,5.071B,1462550,53.297012987,77949546.3441369
MDAS,1.367B,441642,22.9475965665,10134622.4428222
MDCA,1.072B,236102,24.91004329,5881311.04085558
MDCI,224.2M,256181,7.084248927,1814849.97437803
MDCO,1.794B,870180,31.9112987013,27768573.9038972
MDLZ,63.210B,7956150,33.9793939394,270345155.090957
MDRX,2.775B,1662630,15.7173593074,26132153.1052625
MDSO,2.188B,1058350,73.2543722944,77528764.9177782
MDVN,5.927B,1086810,65.1170995671,70769914.98052
MEAS,1.371B,133519,59.0363090129,7882468.9430934
MEIL,16.8M,113306,2.6843722944,304155.487185887
MEIP,120.1M,250377,8.2406008584,2063256.92111611
MELA,18.0M,368853,0.6514285714,240281.382857301
MELI,3.955B,761108,106.374588745,80962550.4905295
MEMP,1.480B,336511,21.5722077922,7259285.21636101
MENT,2.424B,589536,21.8263090129,12867394.910229
MEOH,5.876B,959223,58.2982832618,55921054.1652336
MERC,528.9M,197789,8.5135497836,1683886.49813857
MERU,84.2M,66619,3.8836051502,258721.89150184
METR,322.0M,40478,21.0254112554,851066.596796081
MFI,111.6M,11975,8.17527897,97898.965665271
MFLX,264.3M,40744,13.529055794,551227.849270736
MFNC,72.1M,2883,10.7700858369,31050.1574677827
MFRI,84.8M,33734,12.4812875536,421043.754333142
MFRM,1.642B,207691,40.9667965368,8508434.93952453
MFSF,133.8M,4158,17.5300858369,72890.0969098302
MGAM,859.0M,314191,31.4443290043,9879525.17419002
MGCD,35.7M,13330,10.801038961,143977.84935013
MGEE,1.352B,77533,48.5002597403,3760370.63844468
MGIC,321.3M,122377,7.3762660944,902685.315836836
MGLN,1.710B,219962,59.0654935622,12992164.0949286
MGPI,135.3M,36894,5.7285281385,211348.317142926
MGRC,928.3M,69147,35.3786147186,2446325.07194703
MGYR,46.0M,891,7.5467532468,6724.1571428543
MHGC,270.0M,124009,7.5909090909,941341.045454658
MHLD,880.8M,417233,11.9634632035,4991551.64278592
MIDD,4.634B,173245,234.015887446,40542082.4205823
MIND,173.0M,65703,15.3787553648,1010430.36373345
MINI,2.229B,191897,39.2793073593,7537581.24432759
MITK,98.1M,343233,4.9589699571,1702082.13527844
MITL,1.022B,331666,8.2351948052,2731334.12025815
MKSI,1.613B,246019,28.7094805195,7063077.68792687
MKTAY,8.265B,8372,53.8319480519,450681.069090507
MKTX,2.094B,235209,59.5540692641,14007653.0775397
MLAB,295.4M,16317,77.1743722944,1259254.23272772
MLHR,1.742B,276267,29.4117316017,8125490.85440685
MLNK,189.3M,290156,4.0126839827,1164304.3336785
MLNX,1.555B,481266,37.744248927,18165023.7041016
MLVF,67.0M,5366,11.1824463519,60005.0071242954
MMLP,1.107B,132530,43.5683116883,5774108.3480504
MMSI,625.7M,209272,14.3187445887,2996512.31756643
MMYT,1.427B,240669,20.0961904762,4836530.06571658
MNDO,43.7M,52898,1.9413419913,102693.108657903
MNGA,45.3M,1803010,0.9410822511,1696780.70952336
MNKD,3.961B,11848400,6.2601287554,74172509.5450074
MNOV,49.0M,42820,2.2353679654,95718.4562771434
MNRK,118.6M,9034,11.6164069264,104942.620173098
MNRO,1.691B,202962,51.8621212121,10526039.8454502
MNST,11.737B,1305730,64.2081385281,83838492.720296
MNTA,607.6M,920675,15.2594805195,14049022.2272907
MNTG,141.6M,17316,4.9379220779,85505.0587012627
MNTX,223.2M,103644,13.9656277056,1447453.51791921
MOBI,238.3M,668102,5.332987013,3562979.28935265
MOCO,89.9M,5886,15.2180257511,89573.2995709746
MOFG,203.0M,14484,25.3183549784,366711.053507146
MORN,3.213B,69091,77.4805150215,5353206.26335046
MOSY,144.0M,224831,4.2533333333,956281.186665917
MOVE,571.1M,645247,14.1622077922,9138122.09129367
MPAA,354.1M,232542,18.9913852814,4416294.71610732
MPB,52.5M,1327,13.4014285714,17783.6957142478
MPEL,19.315B,4397010,35.3155364807,155282767.061003
MPET,88.4M,487752,1.3256277056,646577.564676444
MPWR,1.592B,330641,33.9998268398,11241736.7461383
MRCY,381.7M,145388,10.8787012987,1581632.6244154
MRGE,216.0M,313725,2.4975757576,783551.954546785
MRLN,226.8M,31428,23.3342918455,733350.124120374
MRTN,725.4M,136367,19.7066666667,2687339.01333788
MRVL,7.328B,5249060,14.1116309013,74072797.2987778
MSBF,39.9M,753,7.8794372294,5933.2162337683
MSCC,2.518B,459352,24.6318181818,11314674.9454462
MSEX,332.8M,40392,20.7848497854,839541.652531877
MSFG,347.4M,33181,16.2705194805,539872.10688247
MSFT,342.9B,29920500,36.9277489177,1104896711.49204
MSG,4.626B,817002,56.8415021459,46439620.9362046
MSON,48.0M,8459,5.4933333333,46468.1066666385
MSTR,1.584B,109617,118.187316017,12955339.0198355
MTEX,34.5M,5138,18.90472103,97132.45665214
MTGE,1.014B,487084,19.5735497835,9533962.92274631
MTRX,881.7M,242845,25.7998283262,6265359.30987604
MTSC,1.011B,72111,66.634025974,4805046.24701111
MTSI,1.056B,97402,17.3780519481,1692657.01584884
MTSL,7.2M,15728,1.9881818182,31270.123636335
MTSN,149.1M,706977,2.4452380952,1728727.09285849
MU,34.231B,30132200,21.7287124464,654733909.177414
MVIS,87.7M,1039310,1.7259307359,1793777.07315941
MWIV,1.847B,89089,157.732121212,14052196.9466559
MXIM,9.489B,2478460,30.4701731602,75519105.3706293
MXWL,450.5M,767680,10.7341991342,8240429.99134266
MYGN,2.776B,1627850,30.3393939394,49387982.4242523
MYL,19.141B,5110140,44.2906437768,226331390.389577
MYRG,526.1M,92016,24.3375324675,2239442.38752948
MYRX,5.6M,44252,0.1490909091,6597.5709090949
N,6.398B,899255,96.8198701299,87065752.3136632
NAII,38.2M,8283,5.479004329,45382.592857107
NANO,425.1M,105556,17.0213419913,1796704.77523366
NASB,179.6M,6022,26.1058369099,157209.349871418
NATH,246.0M,10291,51.2351082251,527260.498744504
NATI,3.990B,340389,29.616969697,10081290.6981921
NATL,556.1M,26775,27.2247619048,728943.00000102
NATR,292.9M,32545,16.6552813853,542046.132684589
NAUH,79.1M,14447,3.5471428571,51245.5728571016
NAVG,930.5M,38661,59.8978787879,2315711.891819
NBBC,302.7M,75059,7.365751073,552865.909785305
NBIX,1.111B,646805,13.5939914163,8792661.61801992
NBN,100.4M,26702,9.7340692641,259919.117489197
NBTB,1.038B,103453,23.6974891775,2451576.34787991
NBTF,66.0M,1534,20.2302597403,31033.2184416202
NCBC,45.5M,2795,6.7712554113,18925.6588744717
NCIT,116.4M,38164,7.6859307359,293325.860606033
NCLH,6.566B,1103850,32.68995671,36084808.7143335
NCMI,1.009B,464153,17.4973593074,8121451.81460763
NCTY,53.5M,29520,2.5738528139,75980.135064852
NDAQ,6.445B,1817060,36.1918025751,65762676.7871112
NDSN,5.064B,261152,73.1866094421,19112829.4290233
NECB,85.6M,4184,7.0918181818,29672.1672727349
NEO,159.5M,203770,3.3251082251,677557.303030665
NEOG,1.433B,146911,48.0678354978,7061693.7808173
NEON,118.4M,1175910,5.8372294372,6864056.46753313
NEPT,196.4M,316777,2.9345454546,929596.505455985
NETE,55.4M,13158,3.6796969697,48417.4527273126
NEWL,1.6M,8953240,0.8915151515,7981949.11515016
NEWP,707.4M,139575,17.6514285714,2463698.14285316
NEWS,680.8M,79072,15.0471428571,1189807.67999661
NEWT,101.7M,43823,2.8026839827,122822.020172986
NFBK,697.3M,253425,12.6673390558,3210220.40021611
NFEC,13.5M,176356,1.6217596567,286007.046008167
NFLX,26.329B,3543170,355.010300429,1257861846.17102
NHTB,121.7M,4084,14.576017316,59528.454718544
NICE,2.385B,207600,40.1636363636,8337970.90908336
NICK,175.6M,42298,15.6843290043,663415.748223881
NIHD,112.4M,4531260,3.1088311688,14086922.3220726
NILE,344.5M,155998,37.9040772532,5912960.24334469
NKSH,215.4M,12981,35.5941991342,462048.29896105
NKTR,1.641B,1236090,11.9805150215,14808994.8129259
NLNK,734.3M,413408,23.7854935622,9833113.32256198
NLST,47.7M,315397,1.1911255411,375677.422295779
NMRX,233.4M,44495,12.0700429185,537056.559658658
NNBR,452.6M,117725,18.6304761905,2193272.80952661
NOBH,44.7M,1367,9.917012987,13556.5567532427
NOVB,149.7M,12944,20.6180952381,266880.624761966
NPBC,1.461B,723812,10.5134632035,7609770.82825174
NPSP,3.472B,2495490,29.1857142857,72832658.1428215
NRIM,173.0M,17059,24.7576190476,422340.223333008
NSEC,31.4M,2056,8.7907792208,18073.8420779237
NSIT,1.209B,251425,23.3207792208,5863426.91558964
NSPH,120.4M,934475,2.0612121212,1926151.19696772
NSSC,98.8M,28217,5.9764806867,168638.355536614
NSYS,12.6M,3072,4.9896137339,15328.0933905715
NTAP,11.572B,4257730,39.6526839827,168830422.173661
NTCT,1.763B,240550,32.3404761905,7779501.54762477
NTES,10.223B,658680,70.8104761905,46641444.4571585
NTGR,1.242B,295956,32.0413419913,9482827.41037718
NTIC,91.0M,5288,18.6096969697,98408.0775757736
NTK,1.378B,27188,75.2258874459,2045241.42787913
NTLS,256.7M,534139,16.5994849785,8866432.30693101
NTRI,482.8M,513434,15.5632034632,7990677.80692463
NTRS,15.106B,1111260,59.4634632035,66079368.1195214
NTWK,35.1M,53439,6.2167965368,332219.390130055
NUAN,5.945B,3690690,16.6463519313,61436524.6093296
NURO,11.9M,122333,2.1201731602,259367.143203077
NUTR,234.2M,25455,24.6534632035,627553.905845093
NUVA,1.672B,343203,31.6754545455,10871111.0263792
NVAX,983.4M,4373590,4.1765367965,18266459.5679794
NVDA,10.239B,7366100,16.6675324675,122774710.908852
NVDQ,877.5M,478473,16.9918454936,8130139.28885927
NVEC,257.6M,11284,53.9508583691,608781.485836924
NVGN,23.6M,27948,4.2230735931,118026.46077912
NVMI,320.9M,90923,9.9651082251,906057.535151677
NVSL,55.7M,8212,7.4365800866,61069.195670995
NVTL,64.2M,235050,2.451991342,576340.56493475
NWBI,1.280B,548408,14.0281385281,7693143.39391826
NWBO,388.9M,1092550,4.9783982684,5439149.02814042
NWFL,103.4M,1625,28.6267965368,46518.5443723
NWLI,902.2M,4919,222.464675325,1094303.73792368
NWPX,368.1M,52058,34.8083982684,1812055.59705637
NWS,9.948B,536280,16.9544588745,9092337.20521686
NWSA,10.231B,2620550,17.049047619,44677881.7379705
NXPI,15.863B,3084000,48.3035930736,148968281.038982
NXST,1.462B,626192,42.7248051948,26753931.2145422
NXTM,878.8M,487283,12.5067965368,6094349.33684151
NYMT,711.2M,1523910,7.0485281385,10741322.5155873
NYMX,164.7M,76573,6.1232467533,468875.373636612
NYNY,300.5M,132103,5.3967532468,712927.294155415
O,9.743B,2218370,41.1484120172,91282402.766596
OABC,263.1M,125566,22.7934632035,2862084.00061068
OBAF,82.1M,39120,19.2832618026,754361.201717712
OBAS,33.3M,872,5.8853648069,5132.0381115906
OBCI,26.2M,8502,2.7293506494,23204.9392207737
OCC,27.0M,4544,3.8903463204,17677.7336796704
OCFC,274.4M,41364,17.2752380952,714572.948569853
OCLR,242.6M,892181,2.2345454546,1993618.99818587
OCLS,23.5M,122061,3.2071861472,391472.348312159
ODFL,5.424B,490386,52.6517748918,25819693.2820902
OFED,103.2M,1064,17.2161904762,18318.0266666768
OFIX,642.5M,229594,24.776969697,5688643.58061302
OFLX,198.5M,8756,20.1487878788,176422.786666773
OGXI,50.0M,330191,8.4761038961,2798733.22155715
OIIM,94.2M,28220,3.2206493507,90886.724675343
OINK,39.5M,44761,1.7075757576,76432.7984850384
OKSB,351.7M,50833,16.379047619,832596.127616627
OLBK,179.2M,25006,15.1825108225,379653.865627435
OLCB,17.7M,145,7.9574025974,1153.823376623
OMAB,1.556B,24900,28.0189177489,697671.05194761
OMCL,1.029B,212902,25.4197402597,5411913.54077065
OMER,598.9M,462628,10.3437662338,4785315.88521043
OMEX,128.9M,847397,2.2900865801,1940612.49770853
ONCY,109.0M,251139,1.9964935065,501397.382726392
ONFC,89.6M,5733,12.8411688312,73618.4209092696
ONNN,3.953B,7458090,8.2506493507,61534085.4155893
ONSM,4.4M,17527,0.2359482759,4135.4654310333
ONTY,242.7M,459669,2.3535064935,1081833.97636525
ONVI,33.0M,8494,4.971991342,42232.0944588631
OPEN,2.448B,894272,75.7760606061,67764409.2703383
OPHC,10.7M,4155,1.4160515022,5883.6939914333
OPLK,308.8M,117366,17.796017316,2088647.36830966
OPOF,75.4M,2444,14.1770995671,34648.8313419924
OPTT,20.4M,636336,2.4183982684,1538913.88052058
OPXA,45.9M,278658,1.753982684,488761.306752499
ORBC,350.4M,194008,6.1912987013,1201161.47844181
ORBK,626.4M,172206,13.5580519481,2334777.89377451
ORBT,12.9M,8333,3.2354978355,26961.4034632215
ORCL,179.7B,16482500,36.8000865801,606557427.056498
OREX,681.7M,3350720,6.238008658,20901820.3705673
ORIG,2.492B,280131,18.1575965665,5086505.68377021
ORIT,654.2M,152291,15.721038961,2394172.74440965
ORLY,15.810B,616312,136.105541126,83883478.2624473
