,Ticker,MarketCap,AvgVol,Turnover
429,HBW.PA,25.6M,213675,62106.6102134
431,HCO.PA,50.1M,8226,56006.5248157
432,HDP.PA,20.8M,2019,2121.55881375
433,HF.PA,35.5M,6664,45547.6451393
434,HIM.PA,120.0M,359595,374630.650899
435,HO.PA,9.004B,214157,10259850.8633
439,HSB.PA,143.0B,30416,284078.433739
440,HXL.PA,2.650B,51,0
441,IAM.PA,7.422B,5098,124521.874623
442,IDIP.PA,184.4M,868,21363.4333775
443,IDL.PA,367.4M,2120,270421.792511
445,IGE.PA,91.6M,1707,86128.3002398
446,ILD.PA,12.973B,100358,24497981.9488
448,INF.PA,134.3M,2263,416570.388474
449,INFE.PA,69.6M,125,1701.17806061
450,ING.PA,3.405B,132056,10077777.3246
451,INN.PA,9.9M,893,95677.5965849
452,INSD.PA,167.2M,185945,308854.139108
453,IPH.PA,406.1M,959047,4373177.90114
454,IPN.PA,2.740B,70630,2198666.44264
455,IPS.PA,1.265B,96017,2174535.97449
456,ITE.PA,18.6M,2636,8086.50548835
457,ITL.PA,5.1M,1485,9007.71548117
458,ITP.PA,790.0M,12691,501617.696959
459,ITS.PA,45.5M,6420,30272.1746468
460,ITXT.PA,5.5M,118,371.586043629
461,JBOG.PA,149.4M,19,0
463,JXR.PA,86.3M,116694,1284635.71319
466,KEY.PA,19.9M,13070,26920.044397
468,KN.PA,14.995B,3746202,16812638.3971
469,KOF.PA,515.0M,1382,39433.2602721
470,KORI.PA,2.191B,75267,1047682.63081
472,LACR.PA,76.3M,493,27117.6661559
473,LAF.PA,108.8M,263,52403.501145
474,LAGB.PA,527.7M,22,0
475,LAN.PA,276.5M,974,49132.3875457
476,LAT.PA,129.7M,31879,817065.835316
477,LAX.PA,496K,2239,15.132780083
478,LBON.PA,136.7M,119,25506.36596
479,LCO.PA,201.2M,3133,87631.9690482
480,LD.PA,207.7M,1963,36380.0936608
482,LEBL.PA,1.6M,24,22.1036139185
483,LEX.PA,14.3M,10249,90320.6608778
484,LEY.PA,759.1M,6783,520069.423047
486,LG.PA,18.153B,538021,41544425.843
487,LIN.PA,169.7M,7723,225734.930494
488,LNA.PA,141.1M,9948,162569.861347
489,LNC.PA,211.6M,5216,51543.8274015
491,LPE.PA,422.9M,903,159396.72027
492,LR.PA,11.739B,537803,24694390.1105
493,LSS.PA,237.5M,25189,217286.677369
494,LTA.PA,429.2M,20496,216482.996519
495,LTAN.PA,22.8M,156,802.434778803
