,Ticker,Turnover
269,LPCK,0.0
270,LPGI,300000.0
271,LPIN,2040000.0
272,LPKR,213693378500.0
273,LPLI,0.0
274,LPPF,51392235000.0
275,LPPS,0.0
276,LSIP,0.0
277,LTLS,339768000.0
278,MAGP,15984800.0
279,MAIN,0.0
280,MAMI,0.0
281,MAPI,32594900000.0
282,MASA,67796000.0
283,MAYA,236459000.0
284,MBSS,0.0
285,MBTO,0.0
286,MCOR,79502400.0
287,MDLN,0.0
288,MDRN,1731127500.0
289,MEDC,0.0
290,MEGA,32319000.0
291,MERK,0.0
292,META,22303294200.0
293,MFIN,0.0
294,MFMI,19000.0
295,MICE,63463500.0
296,MIDI,1144000.0
297,MIRA,0.0
298,MITI,0.0
299,MKPI,0.0
300,MLBI,0.0
301,MLIA,11362500.0
302,MLPL,0.0
303,MLPT,0.0
304,MNCN,31707652500.0
305,MPMX,2554432000.0
306,MPPA,94335624000.0
307,MRAT,0.0
308,MREI,2475000.0
309,MSKY,512354000.0
310,MTDL,0.0
311,MTFN,310548000.0
312,MTLA,0.0
313,MTSM,0.0
314,MYOH,98624000.0
315,MYOR,674520000.0
316,MYRX,40581602500.0
317,MYTX,19900.0
318,NAGA,3503000.0
319,NELY,0.0
320,NIKL,47874400.0
321,NIPS,1598123600.0
322,NIRO,21864240600.0
323,NISP,0.0
324,NOBU,12519437500.0
325,NRCA,0.0
326,OCAP,0.0
327,OKAS,0.0
328,OMRE,0.0
329,PADI,7426955000.0
330,PALM,0.0
331,PANR,2565853400.0
332,PANS,48500000.0
333,PBRX,692445400.0
334,PDES,0.0
335,PEGE,0.0
336,PGAS,0.0
337,PGLI,900000.0
338,PICO,0.0
339,PJAA,480000.0
340,PKPK,0.0
341,PLAS,6174316000.0
342,PLIN,0.0
343,PNBN,0.0
344,PNIN,1801871500.0
345,PNLF,22455300000.0
346,PNSE,1624000.0
347,POLY,43308000.0
348,POOL,200000.0
349,PRAS,26687500.0
350,PSAB,353500000.0
351,PSDN,0.0
352,PSKT,0.0
353,PTBA,0.0
354,PTIS,3708000.0
355,PTPP,72201155000.0
356,PTRO,2925087000.0
357,PTSN,0.0
358,PTSP,0.0
359,PUDP,0.0
360,PWON,33011409600.0
361,PYFA,28290000.0
362,RAJA,1500000.0
363,RALS,1432644000.0
364,RANC,457453500.0
365,RBMS,3591000.0
366,RDTX,0.0
367,RELI,0.0
368,RICY,0.0
369,RIGS,81851400.0
370,RIMO,13352200.0
371,RMBA,1961000.0
372,RODA,0.0
373,ROTI,13016428500.0
374,RUIS,92692300.0
375,SAFE,0.0
376,SAME,7131728000.0
377,SCBD,0.0
378,SCCO,22825000.0
379,SCMA,0.0
380,SCPI,0.0
381,SDMU,0.0
382,SDPC,44000.0
383,SDRA,0.0
384,SGRO,0.0
385,SHID,0.0
386,SIAP,0.0
387,SILO,0.0
388,SIMA,0.0
389,SIMP,8740076000.0
390,SIPD,132250000.0
391,SKBM,2550000.0
392,SKLT,0.0
393,SKYB,0.0
394,SMAR,11985000.0
395,SMBR,0.0
396,SMCB,16084716000.0
397,SMDM,526500.0
398,SMDR,4252500.0
399,SMGR,0.0
400,SMMA,0.0
401,SMMT,23223401250.0
402,SMRA,42683255000.0
403,SMRU,0.0
404,SMSM,362455000.0
405,SOBI,34391500.0
406,SONA,0.0
407,SPMA,13012300.0
408,SQBB,0.0
409,SQMI,0.0
410,SRAJ,0.0
411,SRIL,0.0
412,SRSN,0.0
413,SRTG,0.0
414,SSIA,52413228000.0
415,SSTM,33306400.0
416,STAR,60000.0
417,STTP,2700000.0
418,SUGI,31976049600.0
419,SULI,10604200.0
420,SUPR,0.0
421,TAXI,14306750000.0
422,TBIG,0.0
423,TBLA,0.0
424,TBMS,0.0
425,TCID,0.0
426,TELE,0.0
427,TFCO,0.0
428,TGKA,0.0
429,TIFA,19425582500.0
430,TINS,0.0
431,TIRA,0.0
432,TIRT,4180800.0
433,TKGA,345519500.0
434,TKIM,0.0
435,TLKM,271260535000.0
436,TMAS,0.0
437,TMPI,43885847100.0
438,TMPO,0.0
439,TOBA,568000.0
440,TOTL,27137381000.0
441,TOTO,77770000.0
442,TOWR,0.0
443,TPIA,69335000.0
444,TPMA,0.0
445,TRAM,0.0
446,TRIL,17947800.0
447,TRIM,48629700.0
448,TRIO,0.0
449,TRIS,3092896000.0
450,TRST,0.0
451,TRUB,0.0
452,TRUS,0.0
453,TSPC,430160000.0
454,TURI,979750000.0
455,ULTJ,235250000.0
456,UNIC,0.0
457,UNIT,780300.0
458,UNSP,155000.0
459,UNTR,0.0
460,UNTX,0.0
461,UNVR,45777387500.0
462,VICO,13230000.0
463,VIVA,0.0
464,VOKS,221920000.0
465,VRNA,560000.0
466,WAPO,5421900.0
467,WEHA,1658043300.0
468,WICO,39270400.0
469,WIIM,0.0
470,WIKA,81720881000.0
471,WINS,0.0
472,WOMF,10920000.0
473,WSKT,95503709000.0
474,YPAS,0.0
475,YULE,154500.0
476,ZBRA,70000.0
