,Ticker,MarketCap,AvgVol,Turnover
402,HSB.DE,22.818B,1000,644.082215239
403,HUWA.DE,42.340B,381,4870.61513889
404,HWSA.DE,29.7M,3511,-
405,HXCI.DE,12.1M,4706,1550.76482843
406,HYF.DE,579.0M,6094,2131.7780501
407,HYQ.DE,74.9M,2872,14087.3881304
408,HYW.DE,4.6M,7120,2517.42310184
409,I3M.DE,96.0M,4871,56180.3984451
410,I4T.DE,13.8M,0,30.543076054
411,I7N.DE,26.3M,8486,16766.9374661
412,IBB.DE,84.1M,1161,8863.12937449
413,IBE1.DE,35.589B,10331,75669.7990581
414,IC8.DE,11.3M,3708,2251.39771713
415,ICK.DE,164.1B,19958,5422.7755102
416,IDE.DE,16.0M,2540,3680.2933422
417,IDP.DE,54.556B,186,28970.6370687
418,IES.DE,38.597B,17455,42801.5354073
419,IFM.DE,98.1M,542,4346.43425561
420,IFX.DE,10.130B,5585704,52238824.4584
421,IKF.DE,41.770B,640,894.52015625
422,IKH.DE,14.9M,87538,17935.2214597
423,INH.DE,866.5M,45312,911909.039841
424,INP.DE,15.389B,81,-
425,INV.DE,3.8M,0,-
426,INW.DE,9.0M,4943,947.701895975
427,IO0.DE,294.2M,8711,12101.3154532
428,IQPB.DE,17.6M,877460,22645.3572241
429,IS7.DE,17.7M,4124,23884.1234827
430,IS8.DE,15.7M,3507,28025.3772868
431,ISH2.DE,49.8M,12706,70249.4439523
432,ISR.DE,218.0M,7471,284298.438228
433,ITA.DE,1.874B,1196,4621.1264441
434,ITK.DE,134.6B,1128,82538.8465075
435,ITN.DE,17.6M,10753,7294.78825651
436,IU2.DE,9.977B,1047,34079.7229042
437,IVG.DE,2.1M,60243,131147.577861
438,IVU.DE,47.0M,26612,83706.6036309
439,IVX.DE,135.1M,1798,82013.2384937
440,IWB.DE,85.5M,10553,8553.0945576
441,IXD.DE,70.045B,501,79680.5795417
442,IXX.DE,214.9M,7621,170056.232847
443,JEN.DE,678.8M,80750,1172324.81672
444,JIX.DE,4.047B,605,129.456579861
445,JT9.DE,24.3M,0,1852.20263889
446,JTT.DE,22.7M,169,10183.9634993
447,JY8.DE,275.5M,8823,181979.22806
448,K1R.DE,38.2M,335,5000.60189773
449,KA8.DE,26.1M,3719,3525.65776159
450,KB7.DE,74.4M,2254,23842.7561667
451,KBC.DE,277.9M,53330,560127.552669
452,KCO.DE,1.106B,725786,6168522.32941
453,KD8.DE,9.490B,26528,8401666.24898
454,KGX.DE,3.089B,90899,2300893.77182
456,KIN2.DE,3.536B,9791,25797.7584076
458,KN1.DE,15K,2017,368.099508062
459,KRN.DE,2.289B,41080,3006933.44808
460,KSB.DE,903.5M,122,29720.6364559
461,KSC.DE,224.1M,7196,67124.7836698
462,KSW.DE,7.1M,6586,4923.14436735
463,KU2.DE,1.505B,144815,4604317.26506
465,KW9A.DE,24.029B,2148,7141.0601355
466,KWG.DE,272.1M,4227,317474.216978
467,KWS.DE,1.702B,1877,661527.72483
