,Ticker,Turnover
308,VOS,0.0
309,VOW,0.0
310,VSM,0.0
311,VT9,0.0
312,VVU,0.0
313,VWS,0.0
314,W9X,0.0
315,WAC,0.0
316,WCH,0.0
317,WDI,0.0
318,WDP,0.0
319,WIN,0.0
320,WMT,0.0
321,XCA,0.0
322,XER,0.0
323,XONA,0.0
324,ZIL2,0.0
325,ZO1,0.0
