,Ticker,Turnover
2452,NOH1,0.0
2453,NOL,0.0
2454,NOT,0.0
2455,NOVB,0.0
2456,NOX,0.0
2457,NP4,0.0
2458,NP9,0.0
2459,NPK,0.0
2460,NPM,0.0
2461,NPS,0.0
2462,NQ9,0.0
2463,NQH,0.0
2464,NQI,0.0
2465,NQL1,0.0
2466,NQQ,0.0
2467,NR4,0.0
2468,NR7,0.0
2469,NRA,2095.0
2470,NRD,0.0
2471,NRN,0.0
2472,NSC,0.0
2473,NSE,0.0
2474,NSK,0.0
2475,NSU,0.0
2476,NT5,0.0
2477,NTA,0.0
2478,NTG,0.0
2479,NTH,0.0
2480,NTN,0.0
2481,NTO,0.0
2482,NTQ2,0.0
2483,NU2,0.0
2484,NU4,0.0
2485,NUC,0.0
2486,NUO,0.0
2487,NUQA,0.0
2488,NUS,0.0
2489,NUU,0.0
2490,NVD,0.0
2491,NVJN,0.0
2492,NVK,0.0
2493,NVQ,0.0
2494,NVV,4180.0
2495,NW5,0.0
2496,NWC,0.0
2497,NWD,0.0
2498,NWL,0.0
2499,NWT,0.0
2500,NWU,0.0
2501,NWX,0.0
2502,NX1B,0.0
2503,NX8,0.0
2504,NX9,0.0
2505,NXH,0.0
2506,NXI,0.0
2507,NXS,0.0
2508,NXU,0.0
2509,NXWA,0.0
2510,NXWB,0.0
2511,NXZ,0.0
2512,NY2,0.0
2513,NY5,0.0
2514,NYG1,0.0
2515,NYT,0.0
2516,NZM2,0.0
2517,O1BC,0.0
2518,O2C,16020.0
2519,O3P,0.0
2520,O3S,7200.0
2521,O4B,0.0
2522,O5H,5005.0
2523,O5P,0.0
2524,O8T,0.0
2525,O9G,0.0
2526,OA4,0.0
2527,OA9,0.0
2528,OAIA,0.0
2529,OB8,0.0
2530,OB9,0.0
2531,OBA,0.0
2532,OBD,0.0
2533,OBH,0.0
2534,OBI,0.0
2535,OBK,0.0
2536,OBS,0.0
2537,OC5,0.0
2538,OCBA,0.0
2539,OCG,0.0
2540,OCI1,0.0
2541,OCJ,0.0
2542,OCN,0.0
2543,OCO,0.0
2544,OCQ,0.0
2545,OCU,0.0
2546,OCW,0.0
2547,OD3,0.0
2548,ODP,0.0
2549,OE6,0.0
2550,OEM,0.0
2551,OEWA,0.0
2552,OEZ,0.0
2553,OFK,0.0
2554,OFX,0.0
2555,OHB,6303.000000000001
2556,OHE,0.0
2557,OHH,0.0
2558,OHP,0.0
2559,OHT,0.0
2560,OI2,0.0
2561,OI8,0.0
2562,OIA,0.0
2563,OIT,0.0
2564,OKF,0.0
2565,OKN,0.0
2566,OL5,0.0
2567,OLD,0.0
2568,OLG,0.0
2569,OLM,0.0
2570,OLN,0.0
2571,OLY1,0.0
2572,OM3,0.0
2573,OM6,0.0
2574,OMC,0.0
2575,OMN,0.0
2576,OMUB,0.0
2577,OMV,10101.0
2578,ON4,0.0
2579,ONC,0.0
2580,ONL,0.0
2581,OP6,0.0
2582,OPC,0.0
2583,OPE,0.0
2584,OPO,0.0
2585,OPQ,0.0
2586,OR6,0.0
2587,ORB,0.0
2588,ORC,0.0
2589,ORG,0.0
2590,ORJ,0.0
2591,ORL,0.0
2592,ORO,0.0
2593,ORR,0.0
2594,ORS,30296.0
2595,ORY,0.0
2596,OS1,0.0
2597,OS2,0.0
