Ticker,Country,Exchange,TurnoverMultiple
GRB,Germany,MU,0
GRCH,Germany,MU,0
GRF,Germany,MU,0
GRJ,Germany,MU,0
GRM,Germany,MU,0
GRR,Germany,MU,0
GRU,Germany,MU,0
GRV,Germany,MU,0
GRZ,Germany,MU,0
GS3,Germany,MU,0
GS5,Germany,MU,2.6189871958
GS7,Germany,MU,0
GSA,Germany,MU,0
GSC1,Germany,MU,0
GSG,Germany,MU,0
GSH,Germany,MU,0
GSR,Germany,MU,0
GT,Germany,MU,0
GTN,Germany,MU,0
GTQ1,Germany,MU,0
GTT,Germany,MU,0
GTU,Germany,MU,0
GTX,Germany,MU,0
GU8,Germany,MU,0.5167839428
GUG,Germany,MU,0
GUI,Germany,MU,16.7364171185
GV6,Germany,MU,0
GV8A,Germany,MU,0
GVC1,Germany,MU,0
GW4N,Germany,MU,0
GWB,Germany,MU,0
GWI1,Germany,MU,20.0050755566
GWM,Germany,MU,0.5398546545
GWN,Germany,MU,0
GWT,Germany,MU,0
GWW,Germany,MU,0
GXD,Germany,MU,0
GXI,Germany,MU,0
GZ5,Germany,MU,0
GZF,Germany,MU,122.9465913023
H1Q,Germany,MU,0
H2R,Germany,MU,0
H4G,Germany,MU,0
H4I,Germany,MU,0
H5S,Germany,MU,0
H6O,Germany,MU,0
H6X,Germany,MU,0
H73,Germany,MU,0
H7I,Germany,MU,0
H9B,Germany,MU,0
H9T,Germany,MU,0
H9W,Germany,MU,0
H9Y,Germany,MU,0
HAL,Germany,MU,0
HAM1,Germany,MU,6.6443649787
HAR,Germany,MU,0
HAS,Germany,MU,0
HAV,Germany,MU,0
HAW,Germany,MU,0
HAY,Germany,MU,0
HAZ,Germany,MU,0
HBC1,Germany,MU,0
HBM,Germany,MU,0
HBP,Germany,MU,0
HCG,Germany,MU,0
HCH,Germany,MU,0
HCL,Germany,MU,16.629369016
HCQ,Germany,MU,0
HD3,Germany,MU,0
HD51,Germany,MU,0
HDB,Germany,MU,0
HDD,Germany,MU,51.8260468335
HDI,Germany,MU,0
HDJ0,Germany,MU,0
HDK,Germany,MU,0
HDM,Germany,MU,0
HDP1,Germany,MU,0
HDU,Germany,MU,0
HE8,Germany,MU,0
HEAG,Germany,MU,0
HEE,Germany,MU,0
HEH,Germany,MU,0
HEI,Germany,MU,5.3127234975
HEN,Germany,MU,0
HETA,Germany,MU,0
HEZ,Germany,MU,0
HFF,Germany,MU,0
HFK,Germany,MU,0
HG1,Germany,MU,0
HGJ,Germany,MU,0
HGM,Germany,MU,0
HGNC,Germany,MU,0
HGQN,Germany,MU,0
HGR,Germany,MU,0
HH2,Germany,MU,0
HHFA,Germany,MU,0
HHI,Germany,MU,0
HHX,Germany,MU,0
HI3,Germany,MU,0
HIA1,Germany,MU,0
HIFH,Germany,MU,0
HII,Germany,MU,0
HIJ2,Germany,MU,0
HIK,Germany,MU,0
HIN,Germany,MU,0
HIS,Germany,MU,0
HIUC,Germany,MU,0
HIW,Germany,MU,0.4355750375
HIZ,Germany,MU,0
HJ1,Germany,MU,0
HJI,Germany,MU,0
HK2C,Germany,MU,0
HK51,Germany,MU,0
HKE,Germany,MU,0
HKQ2,Germany,MU,0
HL8,Germany,MU,0
HLBN,Germany,MU,0
HLD,Germany,MU,0
HLG,Germany,MU,0
HLH,Germany,MU,0
HLL,Germany,MU,0
HLPN,Germany,MU,0
HLS,Germany,MU,0
HLU,Germany,MU,0
HLV,Germany,MU,0
HLW,Germany,MU,0
HMC,Germany,MU,0
HMG,Germany,MU,0
HMI,Germany,MU,0
HMO,Germany,MU,0
HMSB,Germany,MU,0
HN6,Germany,MU,0.9228284693
HNA,Germany,MU,0
HNC,Germany,MU,0
HNIB,Germany,MU,0
HNK1,Germany,MU,0
HNL,Germany,MU,0
HNM,Germany,MU,0
HNN,Germany,MU,0
HNR1,Germany,MU,11.40615988
HO1,Germany,MU,0
HO2,Germany,MU,0
HO7,Germany,MU,0
HOI,Germany,MU,0
HOO,Germany,MU,0
HOS,Germany,MU,0
HOT,Germany,MU,0
HOU,Germany,MU,0
HOX,Germany,MU,0
HP81,Germany,MU,0
HPBK,Germany,MU,0
HPC,Germany,MU,0
HPD,Germany,MU,0
HPJN,Germany,MU,0
HPP,Germany,MU,0
HQ13,Germany,MU,0
HQK,Germany,MU,0
HQP,Germany,MU,0
HQQ,Germany,MU,0
HR1,Germany,MU,0
HRB,Germany,MU,0
HRF,Germany,MU,0
HRH,Germany,MU,0
HRJ,Germany,MU,0
HRP,Germany,MU,0.359903103
HRT,Germany,MU,0
HRU,Germany,MU,0
HS2,Germany,MU,0
HSB,Germany,MU,0
HSD,Germany,MU,0
HSY,Germany,MU,0
HSZ,Germany,MU,0
HT2,Germany,MU,0
HTD,Germany,MU,0
HTR,Germany,MU,0
HU3,Germany,MU,0
HU7,Germany,MU,0
HUA,Germany,MU,0
HUB,Germany,MU,0
HUDN,Germany,MU,0
HUKI,Germany,MU,0
HUL,Germany,MU,0
HUM,Germany,MU,0
HUP1,Germany,MU,0
HUWA,Germany,MU,0
HUY,Germany,MU,0
HVE,Germany,MU,0
HVP,Germany,MU,0
HWP,Germany,MU,0
HWSA,Germany,MU,0
HX1A,Germany,MU,0
HX5A,Germany,MU,0
HX9,Germany,MU,0
HXB,Germany,MU,0
HXCI,Germany,MU,0
HXGB,Germany,MU,0
HYF,Germany,MU,0
HYI,Germany,MU,0.5306263698
HYN,Germany,MU,0
HYW,Germany,MU,0
HZ4,Germany,MU,0
HZC1,Germany,MU,0
HZJ,Germany,MU,0
I3M,Germany,MU,0.8674587611
I3X,Germany,MU,0
I41,Germany,MU,0
I4T,Germany,MU,0
I5P,Germany,MU,0
I7G,Germany,MU,0
I7N,Germany,MU,0
I7O,Germany,MU,0
I7U,Germany,MU,0
I8D,Germany,MU,0
I8R,Germany,MU,21.4400738263
I8U,Germany,MU,0
I9J,Germany,MU,0
IA0,Germany,MU,0
IA4,Germany,MU,0
IAA3,Germany,MU,0
IAL,Germany,MU,12.698119737
IB5A,Germany,MU,0
IBB,Germany,MU,0
IBE1,Germany,MU,0
IBI,Germany,MU,0
IBM,Germany,MU,0
ICA,Germany,MU,0
ICK,Germany,MU,0
ICM1,Germany,MU,0
ICY,Germany,MU,0
IDA,Germany,MU,0
IDC2,Germany,MU,0
IDJ,Germany,MU,0
IDO1,Germany,MU,0
IDP,Germany,MU,0
IDT,Germany,MU,0
IDZ,Germany,MU,0
IE7,Germany,MU,0
IEI,Germany,MU,0
IER1,Germany,MU,0
IES,Germany,MU,0
IEX1,Germany,MU,0
IFA,Germany,MU,0
IFF,Germany,MU,0
IFX,Germany,MU,19.4846002999
IGG,Germany,MU,0
IGQ5,Germany,MU,0
IGT,Germany,MU,0
IH9,Germany,MU,0
IHA,Germany,MU,0.0286076825
IHCB,Germany,MU,0
IHJ,Germany,MU,0
IHM,Germany,MU,1.5503518284
II8,Germany,MU,0
IIN,Germany,MU,0
IJ7,Germany,MU,0
IJ8,Germany,MU,0
IKF,Germany,MU,0
IKL,Germany,MU,0
IKP,Germany,MU,0
IL2,Germany,MU,0
IL3,Germany,MU,0
ILM1,Germany,MU,0
ILT,Germany,MU,0
ILU,Germany,MU,0
IM,Germany,MU,0
IM3,Germany,MU,0
IMN,Germany,MU,0
IMO,Germany,MU,45.9642403968
IMP,Germany,MU,0
IMTA,Germany,MU,0
IMU,Germany,MU,0
IMV,Germany,MU,0
IMX,Germany,MU,0
INF,Germany,MU,0
INH,Germany,MU,2.8072442035
INL,Germany,MU,23.3586342139
INP,Germany,MU,0
INR,Germany,MU,0
INV,Germany,MU,0
INW,Germany,MU,0
INZ,Germany,MU,0
IO4,Germany,MU,2.9069096782
IO5A,Germany,MU,0
IOC,Germany,MU,0
IP4,Germany,MU,0
IPG,Germany,MU,0
IPHB,Germany,MU,0.7880955127
IPJ1,Germany,MU,0
IPO,Germany,MU,1.4026992733
IPZ,Germany,MU,3.0001153536
IQ3,Germany,MU,0
IQPB,Germany,MU,0
IR3A,Germany,MU,2.5793055716
IRF,Germany,MU,0
IRM,Germany,MU,0
IS5,Germany,MU,0
IS7,Germany,MU,5.734456108
IS8,Germany,MU,0
ISC1,Germany,MU,0
ISH2,Germany,MU,0
ISI,Germany,MU,0
ISM,Germany,MU,0
ISR,Germany,MU,7.53581728
IT2A,Germany,MU,0
IT4,Germany,MU,0
ITA,Germany,MU,0
ITB,Germany,MU,62.8335448149
ITH,Germany,MU,1.8032068289
ITJ,Germany,MU,0
ITK,Germany,MU,0
ITN,Germany,MU,0
ITP,Germany,MU,38.2050986273
ITTA,Germany,MU,0
ITU,Germany,MU,0
IU2,Germany,MU,18.9724304995
IU8,Germany,MU,0
IUA,Germany,MU,0
IUD,Germany,MU,0
IUI1,Germany,MU,0
IUQ,Germany,MU,1.3565578498
IUX,Germany,MU,0
IV4,Germany,MU,0
IV6B,Germany,MU,0
IVG,Germany,MU,0.0664436498
IVKA,Germany,MU,0
IVN,Germany,MU,0
IVSB,Germany,MU,0
IVU,Germany,MU,2.131733764
IVX,Germany,MU,7.1168531549
IVY,Germany,MU,0
IVZ,Germany,MU,0
IWA,Germany,MU,0
IWB,Germany,MU,0
IXD,Germany,MU,0
IXJ,Germany,MU,0
IXX,Germany,MU,6.8492328988
IXY,Germany,MU,0
IY4,Germany,MU,0
IZ1,Germany,MU,0
J2B,Germany,MU,9.5605029415
J2S,Germany,MU,0
J6W,Germany,MU,0
J9B,Germany,MU,0
JA1,Germany,MU,0
JAF,Germany,MU,0
JAK1,Germany,MU,0
JAL,Germany,MU,0
JAN,Germany,MU,0
JAV1,Germany,MU,0
JAW,Germany,MU,0
JB1,Germany,MU,0
JBL,Germany,MU,0
JBX,Germany,MU,0
JC8,Germany,MU,0
JC9A,Germany,MU,0
JCN,Germany,MU,0
JCP,Germany,MU,0.4180412966
JD8,Germany,MU,0
JE4,Germany,MU,0
JEM,Germany,MU,0
JEN,Germany,MU,0
JFQ,Germany,MU,0
JHJ,Germany,MU,0
JHY,Germany,MU,0
JIX,Germany,MU,0
JM2,Germany,MU,0
JM4A,Germany,MU,0
JM6,Germany,MU,0
JMI,Germany,MU,0
JMT1,Germany,MU,0
JNJ,Germany,MU,0
JNP,Germany,MU,0
JO3,Germany,MU,0
JOE,Germany,MU,0
JOHA,Germany,MU,0
JOX,Germany,MU,0
JPR,Germany,MU,0
JSN,Germany,MU,0
JSY,Germany,MU,0
JT9,Germany,MU,0
JTH,Germany,MU,0
JUD,Germany,MU,0
JUS1,Germany,MU,0
JUVE,Germany,MU,0
JXC1,Germany,MU,0
JY8,Germany,MU,0
K1R,Germany,MU,0
K1W,Germany,MU,0
K8A,Germany,MU,0
KA8,Germany,MU,0
KABN,Germany,MU,0
KAE,Germany,MU,0
KAJ,Germany,MU,0
KAO,Germany,MU,0
KAX2,Germany,MU,0
KB2,Germany,MU,0
KB7,Germany,MU,0
KBC,Germany,MU,0
KBH,Germany,MU,0
KBK,Germany,MU,0
KBWA,Germany,MU,0
KC4,Germany,MU,0
KCN,Germany,MU,13.4363825124
KCO,Germany,MU,14.9867343408
KCP,Germany,MU,0
KCY,Germany,MU,0
KD8,Germany,MU,0
KDIC,Germany,MU,0
KEE,Germany,MU,0
KEH,Germany,MU,0
KEI,Germany,MU,0
KEK,Germany,MU,0
KEL,Germany,MU,0
KEP1,Germany,MU,0
KEY,Germany,MU,0
KFI1,Germany,MU,0
KG0A,Germany,MU,0
KGHA,Germany,MU,0
KGX,Germany,MU,3.3674010843
KHE,Germany,MU,0
KHP,Germany,MU,0
KHZ,Germany,MU,0
KIJ,Germany,MU,0
KIK,Germany,MU,0
KIN2,Germany,MU,0.7253431768
KIO,Germany,MU,0
KIR,Germany,MU,0
KJ8,Germany,MU,0
KK2,Germany,MU,0
KK3A,Germany,MU,0
KKA,Germany,MU,0
KKD,Germany,MU,0
KLA,Germany,MU,0
KLN,Germany,MU,0
KLV,Germany,MU,0
KM1N,Germany,MU,0
KM6,Germany,MU,0
KME,Germany,MU,0
KMLK,Germany,MU,0
KMY,Germany,MU,0
KN6,Germany,MU,0
KNIA,Germany,MU,0
KOA,Germany,MU,0
KOC,Germany,MU,0
KOG,Germany,MU,0
KOM1,Germany,MU,0
KONN,Germany,MU,0
KOY,Germany,MU,0
KPH,Germany,MU,0
KPI1,Germany,MU,0
KPJ,Germany,MU,0
KPN,Germany,MU,0
KQ1,Germany,MU,4.5809205214
KRL1,Germany,MU,0
KRN,Germany,MU,0
KSB,Germany,MU,0
KSC,Germany,MU,7.4619910024
KST,Germany,MU,0
KT3,Germany,MU,0
KT9,Germany,MU,0
KTF,Germany,MU,0
KU1,Germany,MU,0
KU2,Germany,MU,0
KUB1,Germany,MU,4.7987080401
KUD,Germany,MU,0
KUG1,Germany,MU,0
KUL,Germany,MU,0
KUM,Germany,MU,0
KUN1,Germany,MU,0
KUN4,Germany,MU,0
KUO1,Germany,MU,0
KVO,Germany,MU,0
KWI,Germany,MU,0
KWS,Germany,MU,0
KWY1,Germany,MU,0
KWZ2,Germany,MU,0.9329795824
KY4,Germany,MU,0
KY5,Germany,MU,0
KYC,Germany,MU,0
KYO,Germany,MU,0
KYR,Germany,MU,0
KYW,Germany,MU,0
KYX,Germany,MU,0
L1O,Germany,MU,0
L2M,Germany,MU,0
L3D,Germany,MU,0
L3I,Germany,MU,0
L3V,Germany,MU,0
L3X,Germany,MU,0
L41,Germany,MU,0
L48N,Germany,MU,0
L5A,Germany,MU,61.8147421848
L6V,Germany,MU,0
L6Y,Germany,MU,0
L7E,Germany,MU,0
L9E,Germany,MU,0
LA1A,Germany,MU,0
LA5,Germany,MU,0
LAG,Germany,MU,0
LAH1,Germany,MU,0
LAR,Germany,MU,0
LB3A,Germany,MU,0
LBA,Germany,MU,1.5226669743
LBH1,Germany,MU,0
LBN,Germany,MU,0
LBR,Germany,MU,0
LCJ,Germany,MU,0
LCLA,Germany,MU,0
LCO,Germany,MU,0
LCQ,Germany,MU,0
LCR,Germany,MU,0
LCV1,Germany,MU,0
LCX,Germany,MU,0
LCY,Germany,MU,0.0719806206
LDB,Germany,MU,0
LDV,Germany,MU,0
LEC,Germany,MU,0
LEE1,Germany,MU,0
LEG,Germany,MU,0
LEI,Germany,MU,3.2788095513
LEN,Germany,MU,12.5218594994
LEO,Germany,MU,5.2785788442
LF9,Germany,MU,0
LFA,Germany,MU,0
LFD,Germany,MU,0
LFP,Germany,MU,0
LFU2,Germany,MU,0
LFV,Germany,MU,0
LFY,Germany,MU,0
LG4,Germany,MU,0
LHA,Germany,MU,23.5524281924
LHL,Germany,MU,0
LHN1,Germany,MU,0
LHT,Germany,MU,0
LI9,Germany,MU,0
LIE,Germany,MU,0
LIH,Germany,MU,0
LIN,Germany,MU,13.7224593379
LIO1,Germany,MU,0
LIP,Germany,MU,0
LIQ,Germany,MU,0
LIUB,Germany,MU,0.9228284693
LIV,Germany,MU,0
LIZ,Germany,MU,0
LK4B,Germany,MU,0
LK6,Germany,MU,0
LK7A,Germany,MU,0
LK9,Germany,MU,0
LKI,Germany,MU,0
LKM,Germany,MU,0
LL6,Germany,MU,0
LLD,Germany,MU,1.3427154228
LLV,Germany,MU,0
LLY,Germany,MU,0
LMA,Germany,MU,0
LME,Germany,MU,0
LMP,Germany,MU,0
LMX,Germany,MU,0
LNLB,Germany,MU,0
LO3,Germany,MU,0
LO6A,Germany,MU,0
LOEK,Germany,MU,0
LOG,Germany,MU,0
LOJ,Germany,MU,0
LOKA,Germany,MU,0
LOM,Germany,MU,0
LOO,Germany,MU,0
LOR,Germany,MU,0
LPK,Germany,MU,10.8413888568
LPL2,Germany,MU,0
LPO,Germany,MU,0
LPZB,Germany,MU,0
LR2,Germany,MU,0
LR8,Germany,MU,0
LRC,Germany,MU,0
LRH,Germany,MU,0
LS4C,Germany,MU,0
LSPP,Germany,MU,0
LSRN,Germany,MU,0
LSX,Germany,MU,4.7202676203
LT5,Germany,MU,0
LTB,Germany,MU,0
LTC,Germany,MU,0
LTD,Germany,MU,0
LTEC,Germany,MU,0
LTF,Germany,MU,0
LTH,Germany,MU,0
LTJ,Germany,MU,0
LTT,Germany,MU,0
LU6A,Germany,MU,0
LUC,Germany,MU,0
LUM,Germany,MU,0
LUS,Germany,MU,0
LUXA,Germany,MU,0
LUY1,Germany,MU,0.479870804
LVCN,Germany,MU,0
LVT,Germany,MU,0
LWB,Germany,MU,0
LWE,Germany,MU,0
LWI,Germany,MU,0
LX2N,Germany,MU,0
LX3,Germany,MU,0
LXH,Germany,MU,0
LXK,Germany,MU,0
LXS,Germany,MU,59.467066559
LY1,Germany,MU,0
LYI,Germany,MU,0
M04,Germany,MU,0
M0P,Germany,MU,0
M0R,Germany,MU,0
M17,Germany,MU,0
M1C,Germany,MU,0
M1H,Germany,MU,0
M1W,Germany,MU,2.6577459915
M2H,Germany,MU,0
M3C,Germany,MU,0
M3L,Germany,MU,0
M3M1,Germany,MU,0
M3Q,Germany,MU,0
M3R,Germany,MU,0
M3V,Germany,MU,0
M4B,Germany,MU,0
M4I,Germany,MU,31.3946245242
M4N,Germany,MU,0.8628446188
M4Q,Germany,MU,0
M5G,Germany,MU,0
M5S,Germany,MU,0
M5Z,Germany,MU,0
M6J,Germany,MU,0
M6L,Germany,MU,0
M6O,Germany,MU,0
M6Q,Germany,MU,0
M6YA,Germany,MU,0
M6Z,Germany,MU,0
M8B,Germany,MU,0
M8R,Germany,MU,0
M9R,Germany,MU,0
MA1,Germany,MU,0
MA6,Germany,MU,0
MAC,Germany,MU,0
MAK,Germany,MU,0
MAL1,Germany,MU,0
MAN,Germany,MU,0
MAQ,Germany,MU,0
MARA,Germany,MU,0
MAT1,Germany,MU,0.7613334871
MB9,Germany,MU,0
MBB,Germany,MU,0
MBI,Germany,MU,0
MBK,Germany,MU,0
MBO,Germany,MU,0
MBQ,Germany,MU,0
MC9K,Germany,MU,0
MCF,Germany,MU,0
MCG,Germany,MU,0
MCH,Germany,MU,0
MCK,Germany,MU,0
MCN,Germany,MU,0
MCX,Germany,MU,0
MCY,Germany,MU,0
MDB,Germany,MU,0
MDD,Germany,MU,0
MDF,Germany,MU,0
MDN,Germany,MU,0
MDO,Germany,MU,6.468104741
MDS,Germany,MU,3.9773907025
MDT,Germany,MU,0
ME5A,Germany,MU,0
ME9,Germany,MU,0
MEA,Germany,MU,0
MEF,Germany,MU,0
MEL,Germany,MU,0
MEO,Germany,MU,5.9928480794
MES,Germany,MU,0
MF9A,Germany,MU,0
MFNC,Germany,MU,0
MFU,Germany,MU,0
MFZ,Germany,MU,0
MG3B,Germany,MU,0
MGA,Germany,MU,0
MGC,Germany,MU,0
MGG,Germany,MU,0
MGJ,Germany,MU,0
MGN,Germany,MU,0
MGP,Germany,MU,0
MGX,Germany,MU,0
MGYB,Germany,MU,1.1959856962
MH4N,Germany,MU,0
MH6,Germany,MU,0
MHH,Germany,MU,0
MHI,Germany,MU,0
MHL,Germany,MU,0
MHO,Germany,MU,0
MHR,Germany,MU,0
MHT,Germany,MU,0
MI5,Germany,MU,0
MIB,Germany,MU,0
MIC,Germany,MU,0
MIE1,Germany,MU,0
MIH,Germany,MU,0
MITA,Germany,MU,0
MIW,Germany,MU,0
MJ1,Germany,MU,0
MJ8,Germany,MU,0
MJD1,Germany,MU,0
MJT,Germany,MU,0
MKAN,Germany,MU,0
MKE,Germany,MU,0
MKL,Germany,MU,0
MKN,Germany,MU,0
MKP,Germany,MU,0
MKT,Germany,MU,0
MLL,Germany,MU,0.466028377
MLP,Germany,MU,0
MLQ2,Germany,MU,0
MLU,Germany,MU,0
MM2,Germany,MU,1.1396931595
MM8,Germany,MU,0
MME,Germany,MU,0
MMK,Germany,MU,0
MML,Germany,MU,0
MMM,Germany,MU,8.9901949475
MMO,Germany,MU,0
MMT,Germany,MU,0
MN3,Germany,MU,0
MNSN,Germany,MU,0
MOGA,Germany,MU,0
MOH,Germany,MU,0
MOJB,Germany,MU,0
MOK,Germany,MU,0
MOO,Germany,MU,0
MOR,Germany,MU,18.161264275
MOS,Germany,MU,0
MOX,Germany,MU,0
MPCK,Germany,MU,0
MPG,Germany,MU,0
MPI,Germany,MU,0
MPM,Germany,MU,0
MPN,Germany,MU,0
MPW,Germany,MU,0
MPY,Germany,MU,0
MQ7A,Germany,MU,0
MQ8,Germany,MU,1.052024455
MQG,Germany,MU,0
MQX,Germany,MU,0
MR4,Germany,MU,0
MRG,Germany,MU,0
MRI,Germany,MU,0
MRK,Germany,MU,112.7419540893
MRS,Germany,MU,0
MRU2,Germany,MU,0
MS2,Germany,MU,0
MS7,Germany,MU,0
MSAG,Germany,MU,1.5272811166
MSF,Germany,MU,2.5451609182
MSI,Germany,MU,0
MSN,Germany,MU,0
MSPA,Germany,MU,0
MSQ,Germany,MU,0
MSRB,Germany,MU,0
MT1,Germany,MU,0
MT2,Germany,MU,0
MT4,Germany,MU,0
MT7,Germany,MU,0
MTA,Germany,MU,0
MTB,Germany,MU,0
MTK,Germany,MU,0
MTLA,Germany,MU,0
MTO,Germany,MU,0
MTP,Germany,MU,0
MTR,Germany,MU,0
MTS1,Germany,MU,0
MTT,Germany,MU,0
MTW,Germany,MU,0
MTX,Germany,MU,28.8891452301
MU,Germany,MU,0
MU2,Germany,MU,0
MUB,Germany,MU,0
MUF,Germany,MU,0
MUK,Germany,MU,0
MUM,Germany,MU,2.4731802976
MUN,Germany,MU,0
MUQ,Germany,MU,0
MUR1,Germany,MU,0
MUS,Germany,MU,0
MUV2,Germany,MU,29.1613796286
MUW,Germany,MU,0
MV9,Germany,MU,0
MVF,Germany,MU,0
MVIN,Germany,MU,0
MVL,Germany,MU,0
MVR,Germany,MU,0
MVV1,Germany,MU,2.3679778521
MWB,Germany,MU,0
MWI,Germany,MU,0
MWZ,Germany,MU,0
MX4A,Germany,MU,0
MX5,Germany,MU,0
MX7A,Germany,MU,0
MXD,Germany,MU,0
MXH,Germany,MU,0
MXI,Germany,MU,0
MXR,Germany,MU,0
MYC,Germany,MU,0
MYD,Germany,MU,0
MYL,Germany,MU,0
MYM,Germany,MU,0
MYR,Germany,MU,0
MZ8,Germany,MU,0
MZA,Germany,MU,0
MZI,Germany,MU,0
MZN,Germany,MU,0
MZX,Germany,MU,0
N1M,Germany,MU,0
N1N,Germany,MU,0
N1R,Germany,MU,0
N2F,Germany,MU,0
N2R,Germany,MU,0
N2X,Germany,MU,0
N3E,Germany,MU,0
N3MN,Germany,MU,0
N3Y,Germany,MU,0
N4D,Germany,MU,0
N4G,Germany,MU,0
N4Q1,Germany,MU,0
N5C,Germany,MU,0
N6H,Germany,MU,0
N7D,Germany,MU,0
N7E,Germany,MU,0
N7G,Germany,MU,13.4400738263
N7V,Germany,MU,0
N8Z1,Germany,MU,0
N9B,Germany,MU,0
N9G,Germany,MU,1.1627638713
N9J,Germany,MU,0
N9M,Germany,MU,1.7570654055
NAG1,Germany,MU,0
NAI,Germany,MU,0
NAL,Germany,MU,0
NAP,Germany,MU,0.9689698927
NAQ,Germany,MU,0
NAR,Germany,MU,0
NB3,Germany,MU,0
NB6,Germany,MU,0
NBC,Germany,MU,5.3985465452
NBG6,Germany,MU,6.092513554
NBH,Germany,MU,1.7533740916
NBI,Germany,MU,0
NBP,Germany,MU,0
NC0,Germany,MU,0
NC0B,Germany,MU,0
NC2B,Germany,MU,0
NC5,Germany,MU,0
NCB,Germany,MU,1.124927904
NCL,Germany,MU,0
NCR1,Germany,MU,0
NCYD,Germany,MU,8.6690506402
NCZ,Germany,MU,0
ND3,Germany,MU,0
NDA,Germany,MU,0
NDB,Germany,MU,0
NDX1,Germany,MU,10.7601799516
NE1,Germany,MU,0
NEC1,Germany,MU,0
NEF,Germany,MU,0
NEM,Germany,MU,4.9334409967
NEN,Germany,MU,3.8481947168
NESR,Germany,MU,9.9757757527
NETK,Germany,MU,0
NEX,Germany,MU,0
NF2,Germany,MU,0
NF7K,Germany,MU,0
NF9,Germany,MU,0
NFA,Germany,MU,0
NFC,Germany,MU,0
NFS,Germany,MU,0
NFU,Germany,MU,0
NG4,Germany,MU,0
NG6A,Germany,MU,0
NGI,Germany,MU,0
NGJ,Germany,MU,0
NGK,Germany,MU,0
NGLB,Germany,MU,0
NGP,Germany,MU,0
NGR,Germany,MU,21.3450224939
NGU,Germany,MU,0
NHB,Germany,MU,0
NHM,Germany,MU,0
NI1,Germany,MU,0
NI9,Germany,MU,0
NIP,Germany,MU,0
NISA,Germany,MU,0.6062983043
NIU,Germany,MU,0
NJ6A,Germany,MU,0
NJBB,Germany,MU,0
NJE1,Germany,MU,0
NJF,Germany,MU,0
NJJ,Germany,MU,0
NJM,Germany,MU,0
NK1A,Germany,MU,0
NKE,Germany,MU,5.073710924
NKN,Germany,MU,0
NKO,Germany,MU,0
NKX,Germany,MU,0
NL9,Germany,MU,0
NLB1,Germany,MU,0
NLM,Germany,MU,0
NMA,Germany,MU,0
NMM,Germany,MU,28.1444226554
NMV,Germany,MU,0
NNF1,Germany,MU,0
NNGE,Germany,MU,0
NNJ,Germany,MU,0
NNM,Germany,MU,0
NNNC,Germany,MU,0
NNO,Germany,MU,0
NNS,Germany,MU,0
NO8,Germany,MU,0
NO9,Germany,MU,0
NOA3,Germany,MU,10.1548044757
NOEJ,Germany,MU,0
NOF,Germany,MU,0
NOH1,Germany,MU,0
NOL,Germany,MU,0
NOT,Germany,MU,0
NOVB,Germany,MU,0
NOX,Germany,MU,0
NP4,Germany,MU,0
NP9,Germany,MU,0
NPK,Germany,MU,0
NPM,Germany,MU,0
NPS,Germany,MU,0
NQ9,Germany,MU,0
NQH,Germany,MU,0
NQI,Germany,MU,0
NQL1,Germany,MU,0
NQQ,Germany,MU,0
NR4,Germany,MU,0
NR7,Germany,MU,0
NRA,Germany,MU,1.9333256431
NRD,Germany,MU,0
NRN,Germany,MU,0
NSC,Germany,MU,0
NSE,Germany,MU,0
NSK,Germany,MU,0
NSU,Germany,MU,0
NT5,Germany,MU,0
NTA,Germany,MU,0
NTG,Germany,MU,0
NTH,Germany,MU,0
NTN,Germany,MU,0
NTO,Germany,MU,0
NTQ2,Germany,MU,0
NU2,Germany,MU,0
NU4,Germany,MU,0
NUC,Germany,MU,0
NUO,Germany,MU,0
NUQA,Germany,MU,0
NUS,Germany,MU,0
NUU,Germany,MU,0
NVD,Germany,MU,0
NVJN,Germany,MU,0
NVK,Germany,MU,0
NVQ,Germany,MU,0
NVV,Germany,MU,3.8574230015
NW5,Germany,MU,0
NWC,Germany,MU,0
NWD,Germany,MU,0
NWL,Germany,MU,0
NWT,Germany,MU,0
NWU,Germany,MU,0
NWX,Germany,MU,0
NX1B,Germany,MU,0
NX8,Germany,MU,0
NX9,Germany,MU,0
NXH,Germany,MU,0
NXI,Germany,MU,0
NXS,Germany,MU,0
NXU,Germany,MU,0
NXWA,Germany,MU,0
NXWB,Germany,MU,0
NXZ,Germany,MU,0
NY2,Germany,MU,0
NY5,Germany,MU,0
NYG1,Germany,MU,0
NYT,Germany,MU,0
NZM2,Germany,MU,0
O1BC,Germany,MU,0
O2C,Germany,MU,14.7837120775
O3P,Germany,MU,0
O3S,Germany,MU,6.6443649787
O4B,Germany,MU,0
O5H,Germany,MU,4.6187564886
O5P,Germany,MU,0
O8T,Germany,MU,0
O9G,Germany,MU,0
OA4,Germany,MU,0
OA9,Germany,MU,0
OAIA,Germany,MU,0
OB8,Germany,MU,0
OB9,Germany,MU,0
OBA,Germany,MU,0
OBD,Germany,MU,0
OBH,Germany,MU,0
OBI,Germany,MU,0
OBK,Germany,MU,0
OBS,Germany,MU,0
OC5,Germany,MU,0
OCBA,Germany,MU,0
OCG,Germany,MU,0
OCI1,Germany,MU,0
OCJ,Germany,MU,0
OCN,Germany,MU,0
OCO,Germany,MU,0
OCQ,Germany,MU,0
