Ticker,Country,Exchange,TurnoverMultiple
WNS.AX,Australia,AX,0.004561249
WOF.AX,Australia,AX,4.3497145801
WOR.AX,Australia,AX,0
WOW.AX,Australia,AX,75994.5135399239
WPG.AX,Australia,AX,0
WPI.AX,Australia,AX,0.4958124708
WPL.AX,Australia,AX,0
WRG.AX,Australia,AX,0.0090728937
WRM.AX,Australia,AX,1.1140931342
WRR.AX,Australia,AX,1.8395115279
WRT.AX,Australia,AX,26052.4086182951
WSA.AX,Australia,AX,3448.6299405422
WSR.AX,Australia,AX,8.334301457
WTF.AX,Australia,AX,2856.2105473573
WTP.AX,Australia,AX,124.4340037541
WTR.AX,Australia,AX,6.3180153601
WWI.AX,Australia,AX,4.3572493098
XAM.AX,Australia,AX,3.9193949507
XRF.AX,Australia,AX,26.8733839035
XRO.AX,Australia,AX,1134.7799813958
XST.AX,Australia,AX,0
XTE.AX,Australia,AX,3.4386474588
YAL.AX,Australia,AX,40.8866130169
YBR.AX,Australia,AX,59.8960267717
YOW.AX,Australia,AX,104.3381142554
YRR.AX,Australia,AX,1.4549131785
YTC.AX,Australia,AX,0
ZAM.AX,Australia,AX,0.3153115027
ZEU.AX,Australia,AX,0.680730909
ZGL.AX,Australia,AX,26.2891116165
ZGM.AX,Australia,AX,0.1166100313
ZIM.AX,Australia,AX,34.6461312956
ZMG.AX,Australia,AX,1.29861318
ZNC.AX,Australia,AX,2.7478231765
ZRL.AX,Australia,AX,1.3748532927
ZTA.AX,Australia,AX,0.4187966381
AEDU3.SA,Brazil,SA,0
AELP3.SA,Brazil,SA,0
AFLT3.SA,Brazil,SA,0
AFLU3.SA,Brazil,SA,0
AGRO3.SA,Brazil,SA,0
ALLL3.SA,Brazil,SA,0
ALPA3.SA,Brazil,SA,0
ALSC3.SA,Brazil,SA,0
AMAR3.SA,Brazil,SA,0
AORE3.SA,Brazil,SA,0
ARTR3.SA,Brazil,SA,0
ARZZ3.SA,Brazil,SA,0
AUTM3.SA,Brazil,SA,0
AZEV3.SA,Brazil,SA,0
BAHI3.SA,Brazil,SA,0
BAZA3.SA,Brazil,SA,0
BBDC3.SA,Brazil,SA,0
BEES3.SA,Brazil,SA,0
BHGR3.SA,Brazil,SA,0
BPHA3.SA,Brazil,SA,0
BRFS3.SA,Brazil,SA,0
BRIN3.SA,Brazil,SA,0
BRPR3.SA,Brazil,SA,0
BVMF3.SA,Brazil,SA,0
CCXC3.SA,Brazil,SA,0
CEGR3.SA,Brazil,SA,0
CESP3.SA,Brazil,SA,0
CIEL3.SA,Brazil,SA,0
CSAN3.SA,Brazil,SA,0
CSMG3.SA,Brazil,SA,0
CTAX3.SA,Brazil,SA,0
DOHL3.SA,Brazil,SA,0
DTEX3.SA,Brazil,SA,0
EEEL3.SA,Brazil,SA,0
EVEN3.SA,Brazil,SA,0
FIBR3.SA,Brazil,SA,0
FRAS3.SA,Brazil,SA,0
GFSA3.SA,Brazil,SA,0
GUAR3.SA,Brazil,SA,0
HRTP3.SA,Brazil,SA,0
IMCH3.SA,Brazil,SA,0
ITSA3.SA,Brazil,SA,1045.20320873
ITUB3.SA,Brazil,SA,0
KEPL3.SA,Brazil,SA,0
KROT3.SA,Brazil,SA,0
LCAM3.SA,Brazil,SA,0
LIGT3.SA,Brazil,SA,0
LINX3.SA,Brazil,SA,6764.8249579698
MGLU3.SA,Brazil,SA,0
MLFT3.SA,Brazil,SA,0
MMXM3.SA,Brazil,SA,0
MRFG3.SA,Brazil,SA,0
NETC3.SA,Brazil,SA,0
OGXP3.SA,Brazil,SA,27432.5827139462
OIBR3.SA,Brazil,SA,0
OSXB3.SA,Brazil,SA,0
PDGR3.SA,Brazil,SA,0
PLAS3.SA,Brazil,SA,0
QGEP3.SA,Brazil,SA,0
QUAL3.SA,Brazil,SA,0
RADL3.SA,Brazil,SA,0
REDE3.SA,Brazil,SA,0
RPMG3.SA,Brazil,SA,0
RSID3.SA,Brazil,SA,0
SANB3.SA,Brazil,SA,0
SBSP3.SA,Brazil,SA,0
SGPS3.SA,Brazil,SA,0
SHOW3.SA,Brazil,SA,0
SSBR3.SA,Brazil,SA,0
TECN3.SA,Brazil,SA,0
TELB3.SA,Brazil,SA,0
TERI3.SA,Brazil,SA,0
TIMP3.SA,Brazil,SA,0
UCAS3.SA,Brazil,SA,0
VAGR3.SA,Brazil,SA,0
VIGR3.SA,Brazil,SA,0
VIVR3.SA,Brazil,SA,0
VIVT3.SA,Brazil,SA,0
VLID3.SA,Brazil,SA,0
VVAR3.SA,Brazil,SA,0
WHRL3.SA,Brazil,SA,0
ALUA,Argentina,BA,3616.749336717
APBR,Argentina,BA,409749.682777714
BHIP,Argentina,BA,2928.3396008767
BMA,Argentina,BA,210557.296112585
BPAT,Argentina,BA,2509.9457838274
COME,Argentina,BA,2266.0496020302
EDN,Argentina,BA,74564.1268889145
ERAR,Argentina,BA,15384.9357480678
FRAN,Argentina,BA,406478.791094705
GGAL,Argentina,BA,343238.445034029
LEDE,Argentina,BA,1568.8545391625
MIRG,Argentina,BA,166109.955012112
MOLI,Argentina,BA,10162.5562348598
PAMP,Argentina,BA,37608.8776098743
PESA,Argentina,BA,11948.4600299919
TECO2,Argentina,BA,183658.553466374
TRAN,Argentina,BA,4316.5929172915
TS,Argentina,BA,3403696.74010843
YPFD,Argentina,BA,13975076.0641366
AAB,Denmark,CO,193.3094935979
ALMB,Denmark,CO,3166.9165993771
ATHENA,Denmark,CO,0
BAVA,Denmark,CO,5352.0821317338
BIOPOR,Denmark,CO,69.7132310532
BLVIS,Denmark,CO,153.484831007
BO,Denmark,CO,3514.1308109355
CBRAIN,Denmark,CO,183.7536047987
CHEMM,Denmark,CO,92.0908986042
CHR,Denmark,CO,60687.2303610566
COLOB,Denmark,CO,83637.2638135887
COLUM,Denmark,CO,118.4081208905
COM,Denmark,CO,42.4501095859
DAB,Denmark,CO,42.7823278348
DANSKE,Denmark,CO,225311.782212481
DANTH,Denmark,CO,3.0084208098
DELTAQ,Denmark,CO,34.6983504441
DFDS,Denmark,CO,1493.8747260353
DIBA,Denmark,CO,0
DJUR,Denmark,CO,147.6525550813
DKC,Denmark,CO,1.0630983966
DLH,Denmark,CO,203.2298996424
DNORD,Denmark,CO,13799.2848079363
DSV,Denmark,CO,61761.9379397854
EAC,Denmark,CO,2843.2345137848
EGNETY,Denmark,CO,267.9893874726
EI,Denmark,CO,0
ENALYZ,Denmark,CO,0
ESOFT,Denmark,CO,0
EWII,Denmark,CO,0
EXQ,Denmark,CO,221.4603760526
FASTPC,Denmark,CO,0
FFARMS,Denmark,CO,51.272349752
FLS,Denmark,CO,165166.732033683
FPEPI,Denmark,CO,0
FPMER,Denmark,CO,0
FPOPT,Denmark,CO,0
FPPAR,Denmark,CO,0
FPPEN,Denmark,CO,3.258507325
GABR,Denmark,CO,26.3928942208
GEN,Denmark,CO,102624.708732264
GES,Denmark,CO,154.7583342946
GJ,Denmark,CO,11.9967701004
GN,Denmark,CO,218419.610104972
GRLA,Denmark,CO,251.0093436383
HART,Denmark,CO,77.2868843004
HH,Denmark,CO,1184.6533625562
IC,Denmark,CO,2840.7890183412
JDAN,Denmark,CO,0
JMI,Denmark,CO,0
JOBNDX,Denmark,CO,69.7658322759
JYSK,Denmark,CO,27887.461068174
KBHL,Denmark,CO,1107.3941631099
KLIMA,Denmark,CO,59.7531433845
KRE,Denmark,CO,0
LASP,Denmark,CO,28.1462683124
LOLB,Denmark,CO,95.7434536855
LUN,Denmark,CO,20880.9043718999
MATAS,Denmark,CO,14830.2226323682
MERM,Denmark,CO,0
MNBA,Denmark,CO,0
MOLS,Denmark,CO,49.5097473757
MPI,Denmark,CO,11.8122044065
NEUR,Denmark,CO,52.2459337871
NEWCAP,Denmark,CO,627.0877840581
NKT,Denmark,CO,10447.5256661668
NORDIC,Denmark,CO,95.9298650363
NORDJB,Denmark,CO,241.411927558
NORTHM,Denmark,CO,136.7631791441
NRDC,Denmark,CO,24.0932056754
NRDF,Denmark,CO,48.4484946361
NRSU,Denmark,CO,805.6292536625
NUNA,Denmark,CO,90.2526242935
OJBA,Denmark,CO,360.3645172454
OSSR,Denmark,CO,2167.4933671704
PARKEN,Denmark,CO,284.3234513785
PNDORA,Denmark,CO,402633.309493598
PRIMOF,Denmark,CO,54.8160110739
RBREW,Denmark,CO,3029.0921674934
RELLA,Denmark,CO,217.2338216634
RILBA,Denmark,CO,1199.8615757296
ROV,Denmark,CO,38.228169339
RTX,Denmark,CO,329.4497635252
SALB,Denmark,CO,301.7649094475
SBS,Denmark,CO,75.3397162302
SCD,Denmark,CO,18.9641250433
SCHO,Denmark,CO,2183.7812896528
SIM,Denmark,CO,17239.0817856731
SKAKO,Denmark,CO,11.7014649902
SKJE,Denmark,CO,149.0367977852
SMART,Denmark,CO,0
SPEAS,Denmark,CO,0
SPG,Denmark,CO,580.2284000461
SPHIM,Denmark,CO,0
SPNO,Denmark,CO,0
SVEND,Denmark,CO,0
SYDB,Denmark,CO,14084.0604452647
TDC,Denmark,CO,78082.5654631445
TIV,Denmark,CO,0
TKDV,Denmark,CO,336.8139347099
TMCOM,Denmark,CO,0
TOP,Denmark,CO,16714.8506171415
TOPO,Denmark,CO,664.074749106
TORM,Denmark,CO,525.0506402123
TOTA,Denmark,CO,14.6914292306
TPSL,Denmark,CO,390.6388280078
TRIFOR,Denmark,CO,140.5652324374
TRYG,Denmark,CO,22170.0311454608
UIE,Denmark,CO,620.1407313416
UPB,Denmark,CO,0
VEFY,Denmark,CO,0
VELO,Denmark,CO,1407.7932864229
VIBHK,Denmark,CO,19.5593494059
VIINT,Denmark,CO,21.7787518745
VIPRO,Denmark,CO,0
VJBA,Denmark,CO,118.3527511824
VORD,Denmark,CO,0
VWS,Denmark,CO,263241.601107394
WDH,Denmark,CO,18507.3249509747
WIRTEK,Denmark,CO,0
ZEAL,Denmark,CO,2033.1756834698
AEP,USA,Dow Jones,128655.208213173
AES,USA,Dow Jones,100166.044526474
AXP,USA,Dow Jones,225806.565924559
BA,USA,Dow Jones,464185.841042796
BAC,USA,Dow Jones,974192.149498212
CAT,USA,Dow Jones,152511.346637444
CHRW,USA,Dow Jones,55818.3347560272
CNP,USA,Dow Jones,123479.904948668
CNW,USA,Dow Jones,39590.9470527166
CSCO,USA,Dow Jones,435264.007382628
CSX,USA,Dow Jones,160419.462452417
CVX,USA,Dow Jones,738359.199907717
D,USA,Dow Jones,451884.319760065
DAL,USA,Dow Jones,386281.508824547
DD,USA,Dow Jones,180891.526127581
DIS,USA,Dow Jones,500640.719806206
DUK,USA,Dow Jones,152535.268197024
ED,USA,Dow Jones,86340.894682201
EIX,USA,Dow Jones,77436.0872072904
ALEX,USA,Dow Jones,4004.5735378937
EXC,USA,Dow Jones,201682.826623601
EXPD,USA,Dow Jones,30527.8366593609
FDX,USA,Dow Jones,162597.300726727
FE,USA,Dow Jones,56130.1280424501
GE,USA,Dow Jones,561864.215019033
GMT,USA,Dow Jones,19384.5029415157
HD,USA,Dow Jones,384902.433960088
HPQ,USA,Dow Jones,205839.841273503
IBM,USA,Dow Jones,542379.185603876
INTC,USA,Dow Jones,759037.853500981
JBHT,USA,Dow Jones,101355.660860538
JBLU,USA,Dow Jones,44419.1579190218
JPM,USA,Dow Jones,627822.370284923
JNJ,USA,Dow Jones,497906.549775061
KSU,USA,Dow Jones,38373.8378128965
KO,USA,Dow Jones,655619.516899296
LSTR,USA,Dow Jones,11044.50340293
LUV,USA,Dow Jones,80943.3927788672
MCD,USA,Dow Jones,260719.928019379
MMM,USA,Dow Jones,197750.196793171
MRK,USA,Dow Jones,390963.385857654
MSFT,USA,Dow Jones,908778.92998039
NEE,USA,Dow Jones,183481.481139693
NI,USA,Dow Jones,119501.326565925
NSC,USA,Dow Jones,187808.302687738
PCG,USA,Dow Jones,85952.0221478833
PEG,USA,Dow Jones,104435.386780482
PFE,USA,Dow Jones,531717.520359903
PG,USA,Dow Jones,526646.077748299
R,USA,Dow Jones,28677.1558426577
SO,USA,Dow Jones,138012.112123659
T,USA,Dow Jones,513783.225746914
TRV,USA,Dow Jones,105899.50859384
UAL,USA,Dow Jones,255623.837582189
UNP,USA,Dow Jones,287382.749567424
UTX,USA,Dow Jones,311276.571692237
UPS,USA,Dow Jones,147562.907832507
VZ,USA,Dow Jones,423815.661321952
WMB,USA,Dow Jones,264505.460837467
XOM,USA,Dow Jones,793190.56500173
WMT,USA,Dow Jones,478518.409043719
AB9.DU,Germany,DU,0
ABN.DU,Germany,DU,0
ABO.DU,Germany,DU,34.5766165075
AIB.DU,Germany,DU,8.3754687754
BGS.DU,Germany,DU,0
BUF.DU,Germany,DU,0.0056725816
CLG.DU,Germany,DU,0.0759293267
DGW1.DU,Germany,DU,0.0192055466
DOR.DU,Germany,DU,0.0429013471
IL0.DU,Germany,DU,1.2277616525
ILM1.DU,Germany,DU,0.0001314426
IO5A.DU,Germany,DU,0.0007907235
LWD.DU,Germany,DU,0.0047280957
MSU.DU,Germany,DU,0
PCU.DU,Germany,DU,0.0241275192
PDEK.DU,Germany,DU,0.0628682367
PLT.DU,Germany,DU,0.0666336406
RHT.DU,Germany,DU,0.0448710702
RLV.DU,Germany,DU,6.9208973354
S26.DU,Germany,DU,4.9287147016
SBE.DU,Germany,DU,0.0534381353
SGS.DU,Germany,DU,0.2554578095
SM1.DU,Germany,DU,0
TRX.DU,Germany,DU,0.0299057751
WMR.DU,Germany,DU,0.0011554224
WO8.DU,Germany,DU,0.0042583782
AKS.HM,Germany,HM,0
EUK2.HM,Germany,HM,4.1863995168
GBQ.HM,Germany,HM,23.1168460141
HGL.HM,Germany,HM,0.1816168303
I8CK.HM,Germany,HM,0.2312321445
IRP.HM,Germany,HM,1.1637214829
KAE.HM,Germany,HM,0.1203398147
MDQ.HM,Germany,HM,0
N5E.HM,Germany,HM,0.0394771691
N9VA.HM,Germany,HM,0
OFL.HM,Germany,HM,0.6361005271
OML.HM,Germany,HM,5.8277701942
OPP.HM,Germany,HM,0.0018138787
SBH.HM,Germany,HM,0.4428196311
T1W.HM,Germany,HM,2.6555709687
UYN.HM,Germany,HM,0.043200435
2HR,Germany,HA,0
42BA,Germany,HA,0
500,Germany,HA,0
6MK,Germany,HA,0
7AA,Germany,HA,0
8GM,Germany,HA,0
AAD,Germany,HA,0
AB1,Germany,HA,3.9497058484
ACOA,Germany,HA,0
ADD,Germany,HA,0
ADS,Germany,HA,0
ADV,Germany,HA,0
AEC1,Germany,HA,0
AEND,Germany,HA,0
AFX,Germany,HA,0
AGX,Germany,HA,0
AHOE,Germany,HA,0
AINN,Germany,HA,0
AIXA,Germany,HA,0
ALD,Germany,HA,0
ALG,Germany,HA,0
ALU,Germany,HA,0
ALV,Germany,HA,0
AMD,Germany,HA,0
AOMD,Germany,HA,0
ARL,Germany,HA,0
ARO,Germany,HA,0
ARRB,Germany,HA,0
ASG,Germany,HA,0
ATW,Germany,HA,0
AUS,Germany,HA,0
AXA,Germany,HA,0
B5A,Germany,HA,0
BAC,Germany,HA,0
BAF,Germany,HA,0
BAS,Germany,HA,7.6059522436
BAYN,Germany,HA,9.366708963
BC8,Germany,HA,0
BCO,Germany,HA,0
BDT,Germany,HA,0
BE8,Germany,HA,0
BEI,Germany,HA,0
BHE,Germany,HA,0
BHS,Germany,HA,0
BIJ,Germany,HA,0
BIO,Germany,HA,0
BIW,Germany,HA,0
BMW,Germany,HA,15.7711385396
BNP,Germany,HA,0
BNR,Germany,HA,0
BON,Germany,HA,0
BOSS,Germany,HA,0
BOY,Germany,HA,0
BSD2,Germany,HA,1.8050524859
BSN,Germany,HA,0
BST,Germany,HA,0
BTQ,Germany,HA,0
BYW6,Germany,HA,0
CAR,Germany,HA,0
CAS,Germany,HA,0
CAT1,Germany,HA,0
CBK,Germany,HA,36.8208559234
CCC3,Germany,HA,0
CEV,Germany,HA,0
CGE,Germany,HA,0
CGYK,Germany,HA,0
CHV,Germany,HA,0
CIL,Germany,HA,0
CIS,Germany,HA,3.0453339486
CLS1,Germany,HA,0
CMC,Germany,HA,0
COK,Germany,HA,0
COM,Germany,HA,0
CON,Germany,HA,0
COP,Germany,HA,0
CRG,Germany,HA,0
CRIH,Germany,HA,0
CTNK,Germany,HA,0
CWC,Germany,HA,0
CXR,Germany,HA,0
CY2,Germany,HA,0
D9C,Germany,HA,0
DAI,Germany,HA,18.5599261737
DB1,Germany,HA,0
DBAN,Germany,HA,0
DBK,Germany,HA,0
DEQ,Germany,HA,0
DEX,Germany,HA,0
DEZ,Germany,HA,0
DIC,Germany,HA,0
DLG,Germany,HA,0
DPB,Germany,HA,0
DPW,Germany,HA,4.8522320914
DRI,Germany,HA,0
DRN,Germany,HA,0
DRW8,Germany,HA,0
DSY1,Germany,HA,0
DTE,Germany,HA,15.6197946707
DUE,Germany,HA,0
DUP,Germany,HA,0
DWNI,Germany,HA,0
EAD,Germany,HA,4.9297496828
EDL,Germany,HA,0
EEX,Germany,HA,0
EJR,Germany,HA,0
EMP,Germany,HA,0
ENA,Germany,HA,0
ENI,Germany,HA,0
ENL,Germany,HA,0
EOAN,Germany,HA,0
ETG,Germany,HA,0
EUCA,Germany,HA,0
EUK2,Germany,HA,0
EV4,Germany,HA,0
EVD,Germany,HA,0
EVK,Germany,HA,2.7324950975
EVT,Germany,HA,0
FB2A,Germany,HA,0
FIE,Germany,HA,0
FME,Germany,HA,4.9149844273
FNTN,Germany,HA,0
FO4N,Germany,HA,0
FRA,Germany,HA,0
FRE,Germany,HA,0
G1A,Germany,HA,0
GBF,Germany,HA,0
GBRA,Germany,HA,0
GE1,Germany,HA,0
GEC,Germany,HA,0
GFJ,Germany,HA,0
GFK,Germany,HA,0
GGQ1,Germany,HA,0
GGS,Germany,HA,0
GIB,Germany,HA,0
GIL,Germany,HA,0
GLJ,Germany,HA,0
GMM,Germany,HA,0
GOB,Germany,HA,0
GSC1,Germany,HA,0
GTQ1,Germany,HA,0
GU8,Germany,HA,0
GWI1,Germany,HA,3.360941285
GXI,Germany,HA,0
GZF,Germany,HA,0
HAK,Germany,HA,0
HAW,Germany,HA,0
HDD,Germany,HA,5.0017303034
HDI,Germany,HA,0
HEI,Germany,HA,26.7758680355
HF1,Germany,HA,0
HG1,Germany,HA,0
HHFA,Germany,HA,0
HLG,Germany,HA,0
HNM,Germany,HA,0
HNR1,Germany,HA,28.4508017072
HOT,Germany,HA,0
HVB,Germany,HA,0
HWP,Germany,HA,0
HWSA,Germany,HA,0
IBE1,Germany,HA,0
IBM,Germany,HA,0
IES,Germany,HA,0
IFX,Germany,HA,0
IKB,Germany,HA,0
INH,Germany,HA,0
INL,Germany,HA,0
ITK,Germany,HA,0
IVG,Germany,HA,0
IXD,Germany,HA,0
JEN,Germany,HA,0
JNJ,Germany,HA,0
KBC,Germany,HA,0
KCO,Germany,HA,0
KD8,Germany,HA,0
KFI1,Germany,HA,0
KRN,Germany,HA,0
KTF,Germany,HA,0
KU2,Germany,HA,0
KWI,Germany,HA,0
KWS,Germany,HA,0
LEO,Germany,HA,10.6586688199
LHA,Germany,HA,5.0497173838
LIN,Germany,HA,0
LLD,Germany,HA,0
LOR,Germany,HA,0
LPK,Germany,HA,0
LXS,Germany,HA,24.6487484139
M5Z,Germany,HA,0
MAK,Germany,HA,0
MAN,Germany,HA,0
MCH,Germany,HA,0
MDN,Germany,HA,0
MDO,Germany,HA,19.4569154458
MEO,Germany,HA,0
MHR,Germany,HA,0
MKAN,Germany,HA,0
MLP,Germany,HA,0
MMM,Germany,HA,0
MOH,Germany,HA,0
MOR,Germany,HA,0
MPCK,Germany,HA,0
MRK,Germany,HA,0
MSF,Germany,HA,0
MTX,Germany,HA,0
MUV2,Germany,HA,0
MVV1,Germany,HA,0
MYM,Germany,HA,0
NCB,Germany,HA,0
NDA,Germany,HA,0
NDX1,Germany,HA,0
NEM,Germany,HA,0
NOA3,Germany,HA,0
NOEJ,Germany,HA,0
NSN,Germany,HA,0
NST,Germany,HA,0
O1BC,Germany,HA,0
O2C,Germany,HA,0
O4B,Germany,HA,0
OLB,Germany,HA,0
P1Z,Germany,HA,0
PA9,Germany,HA,0
PFE,Germany,HA,0
PFV,Germany,HA,0
PHI1,Germany,HA,0
PHM7,Germany,HA,4.8245472373
PNE3,Germany,HA,0
PRA,Germany,HA,0
PRG,Germany,HA,0
PS4,Germany,HA,0
PSAN,Germany,HA,0
PSM,Germany,HA,0
PUM,Germany,HA,0
QCE,Germany,HA,0
QIA,Germany,HA,0
QSC,Germany,HA,0
R3Q,Germany,HA,0
R6C,Germany,HA,0
R8R,Germany,HA,0
RAA,Germany,HA,0
RDEB,Germany,HA,0
REP,Germany,HA,0
RHK,Germany,HA,0
RHM,Germany,HA,0
RIC1,Germany,HA,0
RNL,Germany,HA,0
RSI,Germany,HA,0
RWE,Germany,HA,18.6042219402
S92,Germany,HA,3.408005537
S9P2,Germany,HA,0
SAP,Germany,HA,10.7509516669
SAX,Germany,HA,0
SAZ,Germany,HA,3.3351020879
SBS,Germany,HA,0
SCA,Germany,HA,0
SCUN,Germany,HA,0
SDF,Germany,HA,0
SFQ,Germany,HA,0
SGE,Germany,HA,0
SGL,Germany,HA,5.6200253778
SGM,Germany,HA,0
SGS,Germany,HA,0
SHM,Germany,HA,0
SIE,Germany,HA,0
SIX2,Germany,HA,0
SK1A,Germany,HA,0
SKB,Germany,HA,0
SKFB,Germany,HA,0
SKYD,Germany,HA,0
SLT,Germany,HA,0
SMHN,Germany,HA,0
SND,Germany,HA,0
SNG,Germany,HA,0
SNM,Germany,HA,0
SNW,Germany,HA,0
SOBA,Germany,HA,0
SOO1,Germany,HA,0
SOW,Germany,HA,0
SPR,Germany,HA,0
SQU,Germany,HA,0
SRT,Germany,HA,0
SUY1,Germany,HA,0
SWV,Germany,HA,0
SY1,Germany,HA,0
SZG,Germany,HA,0
SZU,Germany,HA,0
TEG,Germany,HA,0
TIM,Germany,HA,0
TKA,Germany,HA,12.9906563617
TLX,Germany,HA,0
TNE5,Germany,HA,0
TOTB,Germany,HA,0
TPL,Germany,HA,0
TQI,Germany,HA,0
TRVC,Germany,HA,0
TTI,Germany,HA,0
TTK,Germany,HA,0
TUI1,Germany,HA,0
TWB,Germany,HA,0
UBK,Germany,HA,0
UNP,Germany,HA,0
UP7,Germany,HA,0
USE,Germany,HA,3.4606067597
UTC1,Germany,HA,0
UTDI,Germany,HA,0
V6C,Germany,HA,1.3011881417
VBH,Germany,HA,0
VIA,Germany,HA,0
VOG,Germany,HA,0
VOS,Germany,HA,0
VOW,Germany,HA,0
VSM,Germany,HA,0
VT9,Germany,HA,0
VVU,Germany,HA,0
VWS,Germany,HA,0
W9X,Germany,HA,0
WAC,Germany,HA,0
WCH,Germany,HA,0
WDI,Germany,HA,0
WDP,Germany,HA,0
WIN,Germany,HA,0
WMT,Germany,HA,0
XCA,Germany,HA,0
XER,Germany,HA,0
XONA,Germany,HA,0
ZIL2,Germany,HA,0
ZO1,Germany,HA,0
317.5B,Hong Kong,HK,380165.296788095
161.3B,Hong Kong,HK,144497.235172684
177.5B,Hong Kong,HK,148565.549429
169.4B,Hong Kong,HK,253843.39839151
1.520T,Hong Kong,HK,958901.534423809
145.0B,Hong Kong,HK,165696.240585996
1.803B,Hong Kong,HK,5105.4122159419
33.656B,Hong Kong,HK,33370.837052855
795.6M,Hong Kong,HK,944.6808731157
56.910B,Hong Kong,HK,22145.9482483331
243.2B,Hong Kong,HK,118338.714767563
137.0B,Hong Kong,HK,125242.055100242
455.7B,Hong Kong,HK,528764.777983158
38.889B,Hong Kong,HK,32923.6949769524
960.9M,Hong Kong,HK,923.6380558957
288.0B,Hong Kong,HK,349304.533686469
77.196B,Hong Kong,HK,131578.703460145
2.110B,Hong Kong,HK,463.2189091715
86.432B,Hong Kong,HK,113618.114863537
66.040B,Hong Kong,HK,28470.9210725112
927.6M,Hong Kong,HK,959.3085649279
312.0M,Hong Kong,HK,1035.9334461276
74.962B,Hong Kong,HK,63364.3787698697
1.560B,Hong Kong,HK,22545.5463785904
3.575B,Hong Kong,HK,438.8039513402
2.806B,Hong Kong,HK,356.2769917711
252.4B,Hong Kong,HK,667001.326850156
9.057B,Hong Kong,HK,2693.8474660422
657.0M,Hong Kong,HK,327.5590097303
201.9M,Hong Kong,HK,3092.4560778498
2.160B,Hong Kong,HK,6231.8623397024
2.380B,Hong Kong,HK,601.5977180501
233.0M,Hong Kong,HK,1432.4430678879
10.532B,Hong Kong,HK,3845.8925129819
5.402B,Hong Kong,HK,3063.4895768555
230.1M,Hong Kong,HK,1168.3424795847
128.8M,Hong Kong,HK,152.1019079802
2.086B,Hong Kong,HK,17831.3441753374
1.190B,Hong Kong,HK,1515.3902027823
541.6M,Hong Kong,HK,84.8900040694
18.237B,Hong Kong,HK,14118.1430178337
343.1M,Hong Kong,HK,1882.5048292721
18.414B,Hong Kong,HK,1691.2060360549
14.882B,Hong Kong,HK,2021.0136580182
16.340B,Hong Kong,HK,3475.967691074
568.5M,Hong Kong,HK,304.314460209
2.221B,Hong Kong,HK,213.153942709
2.734B,Hong Kong,HK,267.7096074131
9.330B,Hong Kong,HK,398.7139038533
2.001B,Hong Kong,HK,1567.4695095536
31.584B,Hong Kong,HK,6119.871638242
23.343B,Hong Kong,HK,32157.9081105548
183.4M,Hong Kong,HK,923.5449806806
9.863B,Hong Kong,HK,1049.7639499273
1.439B,Hong Kong,HK,290.0113457912
259.1M,Hong Kong,HK,35.2500214686
1.862B,Hong Kong,HK,472.0427577991
343.2M,Hong Kong,HK,257.5501909083
397.5M,Hong Kong,HK,440.9062391861
5.656B,Hong Kong,HK,607.968833519
305.3M,Hong Kong,HK,155.0669438579
1.655B,Hong Kong,HK,2821.026175642
326.6M,Hong Kong,HK,1139.8136047987
171.7B,Hong Kong,HK,52068.7754428885
7.005B,Hong Kong,HK,19976.9620917753
928.6M,Hong Kong,HK,22.3065822182
37.897B,Hong Kong,HK,24484.4534878763
798.6M,Hong Kong,HK,16349.0111153766
5.516B,Hong Kong,HK,325.9197873646
757.7M,Hong Kong,HK,219.3238713614
2.200B,Hong Kong,HK,3856.2664773054
1.448B,Hong Kong,HK,5907.3607825585
1.928B,Hong Kong,HK,50.9238383576
616.0M,Hong Kong,HK,6045.2800115538
271.3M,Hong Kong,HK,112.4678883654
4.497B,Hong Kong,HK,2727.8451370354
136.8M,Hong Kong,HK,561.3488757033
84.8M,Hong Kong,HK,0
10.680B,Hong Kong,HK,27522.3805505595
2.276B,Hong Kong,HK,44823.1384470643
76.777B,Hong Kong,HK,59747.1655934479
2.123B,Hong Kong,HK,1132.7683727766
2.555B,Hong Kong,HK,6996.6398910509
12.769B,Hong Kong,HK,5299.1826759903
52.772B,Hong Kong,HK,5484.925878768
3.560B,Hong Kong,HK,982.833098655
1.025B,Hong Kong,HK,113.0069387048
332.0M,Hong Kong,HK,205.2701932809
543.9M,Hong Kong,HK,985.5615894982
1.127B,Hong Kong,HK,3923.3962599054
1.566B,Hong Kong,HK,106.4732571988
545.1M,Hong Kong,HK,387.0879748243
1.631B,Hong Kong,HK,4452.0750136163
254.5M,Hong Kong,HK,66.5097574691
1.859B,Hong Kong,HK,1931.7129332841
639.5M,Hong Kong,HK,201.7657487249
1.152B,Hong Kong,HK,113.7005108806
3.920B,Hong Kong,HK,2227.514309609
107.4B,Hong Kong,HK,101436.221645865
16.883B,Hong Kong,HK,111040.055601338
509.6M,Hong Kong,HK,236.2732821197
225.6M,Hong Kong,HK,351.9485750956
8.064B,Hong Kong,HK,189.5026121813
1.758B,Hong Kong,HK,3752.021530308
2.184B,Hong Kong,HK,5490.5669884508
1.642B,Hong Kong,HK,276.4301065101
490.3M,Hong Kong,HK,149.8791244665
400.6M,Hong Kong,HK,1692.7552371808
525.6M,Hong Kong,HK,1469.1038084485
