Ticker,MarketCap,Turnover
DWS.AX,153.5M,130714.274149
DXS.AX,5.276B,20570711.2866
DYE.AX,55.6M,99673.7615399
DYL.AX,25.8M,20830.0945486
EAF.AX,1.1M,2445.65368056
EAL.AX,67.8M,56550.7694444
EAR.AX,11.4M,7136.039375
EAS.AX,24.1M,7274.54472203
EAX.AX,84.4M,150786.742969
EBG.AX,14.2M,3100.79109375
EBT.AX,56.7M,114045.212413
ECV.AX,29.8M,5820.92366319
EDE.AX,10.6M,9205.47916667
EEG.AX,29.0M,16105.9590572
EFE.AX,4.4M,802.567070126
EGG.AX,85.7M,0
EGH.AX,9.7M,4822.96189804
EGL.AX,1.8M,806.946701389
EGN.AX,40.4M,12304.5036931
EGO.AX,50.4M,77348.046875
EGP.AX,2.642B,9420638.67753
EHL.AX,121.3M,775641.769563
ELD.AX,91.0M,108609.889757
ELK.AX,19.8M,13162.905
ELM.AX,78.8M,101820.989253
ELX.AX,38.6M,24193.7051704
EMA.AX,25.4M,7947.18190972
EMB.AX,15.9M,509.480208674
EME.AX,17.7M,587.796180556
EMG.AX,2.5M,1246.94005208
EML.AX,76.0M,189367.184722
EMR.AX,14.2M,25824.4717014
EMU.AX,2.6M,0
EMX.AX,4.2M,6743.35558961
ENB.AX,2.4M,152.137721458
ENE.AX,810.8M,140866.38125
ENL.AX,371K,1.8696180556
ENR.AX,16.7M,5288.44288194
ENT.AX,16.5M,38084.9371875
ENU.AX,3.1M,375.236041667
ENV.AX,2.453B,4115777.75341
EOL.AX,6.2M,2825.08645833
EOS.AX,21.0M,7342.33541667
EPD.AX,42.8M,87168.5190278
EPW.AX,418.8M,1068324.76292
EQE.AX,3.1M,1857.35027778
EQH.AX,3.8M,0
EQT.AX,201.5M,354979.974219
EQX.AX,43.4M,38145.4711458
ERA.AX,642.0M,636382.175625
ERD.AX,2.2M,653.081597222
ERI.AX,2.2M,6580.54847541
ERJ.AX,1.8M,1771.01527778
ERL.AX,731K,363.129670139
ERM.AX,10.5M,17063.3928472
ESI.AX,6.3M,17064.7854514
ESK.AX,8.0M,1142.95225694
ESM.AX,1.0M,140.344375
ESN.AX,2.1M,386.994253472
ESR.AX,8.3M,8368.59890625
ESV.AX,190.2M,118143.376823
ETE.AX,15.8M,15684.6245486
EUM.AX,3.5M,633.623333333
EVE.AX,1.2M,68.6553125
EVM.AX,29.8M,10565.6809549
EVN.AX,499.6M,1691741.16898
EVR.AX,314.0M,221172.696667
EVZ.AX,2.5M,3099.956875
EWC.AX,546.3M,708167.273733
EXC.AX,3.3M,472.167361111
EXE.AX,6.7M,2827.15197917
EXG.AX,32.2M,12585.553559
EXM.AX,488K,1006.51348958
EXR.AX,2.2M,1497.57918403
EZA.AX,4.9M,488.886141768
EZL.AX,182.2M,106167.096042
FAN.AX,153.0M,103873.799913
FAR.AX,92.5M,356762.820312
FAS.AX,6.3M,126131.454861
FBU.AX,5.680B,7411037.39648
FCN.AX,1.9M,480.739097222
FCR.AX,6.0M,2353.46465278
FDC.AX,3.640B,11672125.0847
FEL.AX,7.9M,1003.555
FEO.AX,37.0M,1786.13652778
FFF.AX,13.2M,3432.28809028
FFI.AX,36.8M,7939.56579861
FGI.AX,3.7M,177.018645833
FIE.AX,896K,374.280381944
FLK.AX,117.4M,46562.778125
FLR.AX,2.3M,115.418541667
FLT.AX,4.504B,0
FMG.AX,13.919B,0
FML.AX,91.4M,76054.5435937
FMS.AX,34.7M,159517.58691
FND.AX,92.1M,23798.7384375
FNP.AX,412.4M,471420.652778
FNT.AX,4.4M,3258.07267437
FOT.AX,4.6M,1066.88500542
FPH.AX,2.400B,200426.624586
FPS.AX,49.5M,34577.2229167
FRC.AX,3.8M,448.3375
FRE.AX,1.7M,80.4135763889
FRI.AX,351.1M,0
FRM.AX,5.5M,1442.71204008
FRY.AX,882K,1147.52756944
FSA.AX,153.9M,111283.475642
FSE.AX,17.6M,5188.56640625
FTE.AX,7.5M,743.580590278
FUN.AX,41.4M,180369.767587
FWD.AX,135.0M,728113.418229
FWL.AX,2.2M,432.92140625
FXJ.AX,2.176B,7261285.58299
FXL.AX,975.4M,3278501.69009
FXR.AX,6.5M,4775.90640657
FYI.AX,2.9M,799.30157883
FZR.AX,29.5M,20064.1915972
GAP.AX,71.4M,53602.7316667
GBA.AX,931K,118.544270833
GBE.AX,19.3M,16801.9577831
GBG.AX,83.6M,325313.048576
GBI.AX,26.5M,10606.0922222
GBM.AX,4.0M,190.375
GBP.AX,14.0M,2431.08742962
GBT.AX,213.7M,0
GBX.AX,2.0M,0
GBZ.AX,12.7M,7819.02446181
GCN.AX,11.1M,35945.9331597
GCR.AX,9.4M,2858.62526042
GCS.AX,77.3M,68158.6859214
GCY.AX,18.2M,6685.415625
GDA.AX,948K,2028.5925
GDY.AX,21.6M,23053.9950521
GED.AX,932K,895.0115625
GEM.AX,1.433B,5143685.87292
GER.AX,8.9M,12352.8459896
GES.AX,7.7M,290.88921875
GFF.AX,1.320B,4470849.09917
GGE.AX,6.0M,6042.77916667
GGG.AX,52.9M,181207.982507
GGP.AX,1.1M,0
GGX.AX,12.1M,24887.4481944
GID.AX,244.5M,240482.540903
GIP.AX,4.1M,1721.49583333
GLA.AX,932K,1076.24229167
GLB.AX,19.1M,1227.06111111
GLE.AX,18.5M,978.508836806
GLF.AX,1.6M,0
GLH.AX,18.0M,0
GLL.AX,14.7M,10930.0436285
GLM.AX,3.2M,0
GLN.AX,482K,0
GMD.AX,3.1M,1413.56921875
GME.AX,10.4M,1346.05657616
GMG.AX,8.937B,21486036.4837
GML.AX,13.7M,11039.1801389
GMM.AX,1.2M,515.046736111
GMR.AX,7.0M,17411.6372396
GMX.AX,1.5M,494.959895833
GMY.AX,16.0M,9674.07317708
GNC.AX,1.954B,0
GNG.AX,102.0M,43170.7313194
GNM.AX,267.0M,0
GOR.AX,111.8M,131008.477465
GOW.AX,132.8M,14002.1114063
GPG.AX,865.4M,159013.211389
GPH.AX,700K,1519.68914931
GPP.AX,1.8M,795.659027778
GPR.AX,13.2M,5251.46015625
GPT.AX,6.610B,21740904.884
GRB.AX,59.3M,158490.70233
GRK.AX,1.9M,0
GRM.AX,3.4M,0
GRR.AX,185.1M,287243.515625
GRV.AX,4.8M,821.828368056
GRY.AX,66.1M,226200.002396
GSC.AX,5.9M,6434.0240625
GSE.AX,1.4M,908.5725
GSZ.AX,3.7M,1914.77369792
GTE.AX,3.8M,20932.1037861
GTG.AX,21.5M,28290.9633333
GTR.AX,1.1M,132.1446875
GUD.AX,441.7M,0
GUF.AX,42.6M,67859.6401042
GUL.AX,3.0M,369.808611111
GUN.AX,3.3M,2833.27109375
GWA.AX,818.4M,1957075.3104
GWR.AX,34.8M,16524.8125204
GXL.AX,371.2M,953575.303889
GXY.AX,58.5M,212306.761389
GZL.AX,157.1M,12936.9054167
HAO.AX,30.4M,12528.92
HAR.AX,9.7M,4905.38675298
HAS.AX,9.6M,13816.9028125
HAV.AX,20.5M,8264.75999036
HAW.AX,4.1M,2072.50326601
HAZ.AX,39.4M,88372.0589757
HCH.AX,67.8M,98151.3015444
HCT.AX,8.5M,1044.89388889
HDG.AX,1.6M,2127.31270833
HDX.AX,41.7M,50231.0418924
HEG.AX,3.8M,2341.85404866
HFA.AX,124.7M,104784.597153
HFR.AX,75.2M,58504.2232292
HGG.AX,4.583B,13762894.2791
HGL.AX,12.9M,68.1218576389
HGO.AX,85.0M,175468.897795
HHL.AX,53.2M,34724.2617035
HHM.AX,2.8M,480.888689933
HIG.AX,40.1M,18176.1144444
HIL.AX,411.2M,659519.565625
HIT.AX,1.9M,382.853333333
HLS.AX,741K,280.106163194
HLX.AX,5.6M,2184.21487233
HNG.AX,30.0M,10982.9460937
HNR.AX,3.6M,7152.21549216
HOG.AX,4.9M,7220.89340278
HOM.AX,80.1M,29718.7691667
HOR.AX,1.5M,2957.33888889
HRL.AX,2.1M,1184.646875
HRR.AX,26.6M,6961.54852706
HRS.AX,3.6M,368.410486111
HSK.AX,12.0M,7627.69494792
HSN.AX,213.6M,244659.33151
HTA.AX,936.5M,15496.0631944
HVN.AX,3.336B,0
HZN.AX,455.9M,932962.460278
IAG.AX,12.308B,0
IAU.AX,136.4M,320928.939809
IAW.AX,7.1M,5842.010625
IBG.AX,24.8M,35527.6875
ICG.AX,9.1M,103347.977743
ICN.AX,86.2M,52181.856924
ICP.AX,9.6M,4979.70980903
ICQ.AX,288.1M,440882.991528
ICS.AX,8.9M,9553.09138889
ICX.AX,7.5M,7767.13706597
ICZ.AX,5.2M,1399.01575386
IDC.AX,29.9M,120166.537604
IDO.AX,25.8M,4268.8240625
IDT.AX,15.9M,15759.6711458
IDZ.AX,57.6M,44725.0485938
IEC.AX,6.7M,6275.46777778
IEQ.AX,7.7M,4.6191666667
IFE.AX,6.9M,8197.3078125
IFL.AX,1.949B,5189700.98272
IFM.AX,228.7M,512050.346094
IFN.AX,187.4M,236517.298073
IFZ.AX,1.179B,151.6732025
IGO.AX,1.050B,3100735.1076
IGS.AX,1.3M,785.914305556
IIN.AX,1.195B,4589536.09698
IKW.AX,4.4M,3888.30118056
ILU.AX,3.530B,0
IMA.AX,19.6M,12305.0863889
IMC.AX,5.3M,23420.4903472
IMD.AX,137.9M,302227.40691
IMF.AX,302.5M,557862.05441
IMI.AX,952K,0
IMU.AX,13.3M,32778.2866667
INL.AX,2.4M,3824.07083333
IOG.AX,7.8M,3484.25008681
IOH.AX,148.3M,55675.1389062
IPC.AX,2.2M,18.809375
IPD.AX,33.5M,39633.8180556
IPL.AX,4.688B,15888486.4194
IPP.AX,540.6M,1264810.04177
IPT.AX,15.8M,15092.3456597
IRC.AX,7.2M,891.321602589
IRD.AX,174.6M,11190.3177083
IRE.AX,1.324B,3960722.70615
IRG.AX,2.2M,0
IRI.AX,168.6M,96153.7680481
