Ticker,Turnover
SMSM,362455000
SOBI,34391500
SONA,0
SPMA,13012300
SQBB,0
SQMI,0
SRAJ,0
SRIL,0
SRSN,0
SRTG,0
SSIA,52413228000
SSTM,33306400
STAR,60000
STTP,2700000
SUGI,31976049600
SULI,10604200
SUPR,0
TAXI,14306750000
TBIG,0
TBLA,0
TBMS,0
TCID,0
TELE,0
TFCO,0
TGKA,0
TIFA,19425582500
TINS,0
TIRA,0
TIRT,4180800
TKGA,345519500
TKIM,0
TLKM,271260535000
TMAS,0
TMPI,43885847100
TMPO,0
TOBA,568000
TOTL,27137381000
TOTO,77770000
TOWR,0
TPIA,69335000
TPMA,0
TRAM,0
TRIL,17947800
TRIM,48629700
TRIO,0
TRIS,3092896000
TRST,0
TRUB,0
TRUS,0
TSPC,430160000
TURI,979750000
ULTJ,235250000
UNIC,0
UNIT,780300
UNSP,155000
UNTR,0
UNTX,0
UNVR,45777387500
VICO,13230000
VIVA,0
VOKS,221920000
VRNA,560000
WAPO,5421900
WEHA,1658043300
WICO,39270400
WIIM,0
WIKA,81720881000
WINS,0
WOMF,10920000
WSKT,95503709000
YPAS,0
YULE,154500
ZBRA,70000
