Ticker,MarketCap,Turnover
ORAP.PA,57.6M,57841.5073266
ORC.PA,66.3M,750977.679102
ORIA.PA,237.8M,489.100239321
OROS.PA,32.6M,0
ORP.PA,2.845B,3777280.75468
OSI.PA,118.6M,99455.6187567
OXI.PA,4.6M,620.588235294
PAOR.PA,1.180B,291147.823488
PARP.PA,115.0M,74797.6935659
PARRO.PA,219.6M,382156.615833
PAT.PA,206.0M,16095.3495912
PCA.PA,57.0M,33053.1953922
PERR.PA,146.4M,51561.3661611
PGP.PA,156.4B,13221.0737207
PHA.PA,309.4M,170870.879806
PIG.PA,397.8M,387986.443865
PM.PA,101.0B,47700.3580119
POM.PA,3.406B,7015037.33682
PRC.PA,98.4M,563397.764519
PREC.PA,51.2M,23158.7258801
PROL.PA,25.0M,233637.887905
PSAT.PA,33.7M,7495.36503212
PSB.PA,181.6M,151335.439042
PUB.PA,12.767B,48945900.2464
PUS.PA,20.9M,12576.0501369
PVL.PA,72.6M,83903.1721217
QTE.PA,21.8M,853.180351578
QUA.PA,20.4M,259158.949738
RAL.PA,1.946B,1817128.10647
RAN.PA,35.8M,29603.623466
RBT.PA,388.4M,59649.1093301
RCF.PA,2.559B,5334625.90844
RCO.PA,3.261B,9398380.01961
RE.PA,4.767B,182546.324994
RF.PA,3.999B,1926623.90465
RI.PA,23.020B,48077267.538
RIA.PA,623.1M,1872088.30885
RIB.PA,38.7M,14747.6520544
RIN.PA,1.856B,654021.511213
RLL.PA,289.6M,5085.8002617
RMS.PA,27.399B,3855303.36564
RNO.PA,18.213B,66094289.6556
ROCA.PA,6.3M,129.878789966
ROD.PA,18.3M,192329.013778
RUI.PA,1.761B,3839382.44579
RX.PA,56.3M,243692.288976
RXL.PA,4.769B,10546792.4093
RXLNV.PA,5.408B,1109.06070387
SABE.PA,45.3M,3124.1934665
SACI.PA,60.7M,0
SAF.PA,19.806B,36115340.5078
SAFT.PA,715.1M,1085972.05916
SAMS.PA,309.5M,30099.9550778
SAN.PA,102.6B,-
SCDU.PA,19.1M,202.828066736
SCDV.PA,95.1M,12926.0359588
SCHP.PA,232.7M,115347.536353
SCR.PA,4.763B,8424095.53162
SDG.PA,466.5M,227904.502635
SDT.PA,5.7M,28463.3016133
SEC.PA,1.1M,604.481637713
SEQ.PA,122.1M,486640.700208
SESL.PA,171.0M,112039.340103
SEV.PA,7.313B,13018110.9747
SFBS.PA,59.6M,7060.60591243
SFCA.PA,6.0M,697.475394338
SFT.PA,15.1M,4539.82496805
SGO.PA,22.991B,63004524.3047
SII.PA,145.0M,53848.6940355
SIPH.PA,174.0M,159835.793185
SK.PA,3.206B,3842765.80396
SLB.PA,110.6B,322072.348611
SMTPC.PA,177.5M,56830.5649411
SO.PA,2.079B,132235.30628
SOA.PA,25.7M,475.903221363
SOFR.PA,140.9M,554.297670495
SOG.PA,84.2M,52018.2670471
SOI.PA,386.3M,5580021.49634
SOP.PA,969.9M,902132.817617
SPEL.PA,28.9M,4898.41760473
SPI.PA,88.2M,152059.230055
SPRIC.PA,93.0M,469.231368498
SQI.PA,75.0M,130585.471613
SQINR.PA,7.3M,43.9686132488
STAL.PA,71.2M,42251.7245146
STF.PA,738.2M,277257.022951
STM.PA,5.914B,17495573.1915
STNT.PA,105.3M,464171.504175
SU.PA,38.576B,91449125.8091
SW.PA,11.969B,13010704.5427
SWP.PA,172.3M,185649.342851
SX.PA,40.9M,47388.7378981
SY.PA,207.6M,9502.19321293
TAM.PA,244.5M,146701.827279
TCH.PA,1.985B,4058837.40138
TEC.PA,10.104B,37268621.1989
TEO.PA,83.3M,420478.951791
TEONR.PA,42.0M,439.253521127
TES.PA,285.0M,125096.47816
TFF.PA,323.8M,70186.3327078
TFI.PA,2.580B,5261007.92703
THEP.PA,326.5M,124930.029131
THER.PA,40.6M,4147.58592311
TIPI.PA,56.2M,8173.20932757
TNFN.PA,103.8M,302.084674851
TNG.PA,309.8M,734932.193922
TONN.PA,1.1M,530.983141051
TOU.PA,79.0M,17291.25065
TOUP.PA,105.5M,66489.6484655
TRI.PA,251.1M,368371.225294
TVLY.PA,12.7M,1937.8156895
TVRB.PA,77.1M,9213.38563386
UBI.PA,1.441B,5013795.0903
UDIS.PA,81.3M,81367.9318639
UFF.PA,312.1M,57526.1138636
UG.PA,3.776B,49647588.1472
ULDV.PA,34.1M,1371.6408464
UNBL.PA,1.247B,1635.13828539
VAC.PA,279.5M,267375.669631
VCT.PA,2.775B,1378986.34614
VET.PA,16.1M,54014.2189356
VETO.PA,420.1M,191287.706995
VIA.PA,9.1M,50311.2518688
VIE.PA,7.760B,30270463.7804
VIL.PA,158.3M,42418.3676756
VIRP.PA,1.380B,820900.330228
VIV.PA,24.429B,89537444.9385
VK.PA,4.529B,29618961.5106
VMMA.PA,93.4M,35898.991684
VRAP.PA,243.2M,63928.494039
VRNL.PA,4.3M,330.13209139
XIL.PA,10.0M,8368.9981793
ZC.PA,6.762B,38804548.0738
