Ticker,MarketCap,Turnover
OJ4.SI,52.9M,1222847.66912
ON7.SI,123.6M,272616.255574
OU8.SI,540.6M,0
OV8.SI,892.4M,523699.823006
P01.SI,159.1M,27805.9298611
P07.SI,48.0M,9369.696875
P11.SI,584.5M,298552.566244
P12.SI,29.5M,6158.0138083
P13.SI,148.6M,455402.042188
P15.SI,760.8M,146806.549479
P19.SI,93.6M,5681.6251442
P29.SI,215.8M,83553.3933644
P30.SI,58.0M,65924.5314302
P31.SI,8.6M,1441.95588919
P34.SI,2.384B,795890.528744
P36.SI,107.6M,16824.0104167
P47.SI,28.7M,8763.19932508
P52.SI,606.5M,222926.037947
P74.SI,30.3M,391.037688745
P82.SI,20.2M,35605.4833333
P8A.SI,311.9M,2185682.07917
P8Z.SI,2.083B,826346.733333
P9D.SI,347.4M,332313.447049
P9J.SI,341.9M,379419.926206
PA3.SI,165.1M,27573.5600282
PH0.SI,7.9M,1367.44684148
Q01.SI,459.4M,126024.681393
Q0F.SI,13.536B,183683.435514
Q0W.SI,108.0M,46885.9512153
Q0X.SI,103.1M,175540.743272
Q1P.SI,781.2M,0
Q5T.SI,1.544B,840501.908714
Q7Q.SI,3.5M,146.64261979
QC7.SI,272.5M,510774.971354
QF6.SI,88.4M,516594.415558
QG1.SI,34.9M,264998.967014
QS9.SI,115.9M,448408.959113
R01.SI,2.247B,1112865.46528
R07.SI,425.6M,544156.28125
R14.SI,163.8M,1827218.51965
RC5.SI,181.4M,104841.694444
RE2.SI,316.8M,520179.183333
RE4.SI,341.3M,2197342.24219
RF7.SI,250.6M,69153.3072917
RQ1.SI,423.7M,362989.875521
RS1.SI,55.0M,143.414856182
S05.SI,875.1M,63592.0979322
S07.SI,37.903B,36944.1729167
S08.SI,3.335B,5211294.37865
S10.SI,1.584B,5984659.62845
S13.SI,34.7M,993.757338889
S19.SI,106.8M,15467.5076187
S20.SI,1.196B,150329.280382
S21.SI,3.133B,2488413.55694
S23.SI,119.8M,6251.47087688
S24.SI,1.354B,1543862.9712
S29.SI,91.9M,17408.1747904
S30.SI,3.848B,1233414.63281
S35.SI,212.8M,26041.3157487
S3N.SI,364.6M,0
S41.SI,1.209B,132771.860069
S44.SI,149.7M,19745.278125
S46.SI,102.6M,9629.72400613
S48.SI,244.1M,167524.540799
S49.SI,178.5M,22628.9674765
S51.SI,8.503B,10753417.9875
S53.SI,2.358B,2725855.74766
S56.SI,75.3M,6410.00964171
S58.SI,3.502B,4259902.28818
S59.SI,5.678B,1423947.20218
S61.SI,524.7M,48393.9137153
S63.SI,11.965B,8516096.1375
S68.SI,7.404B,9860236.22355
S69.SI,121.8M,95272.2763038
S71.SI,17.8M,1809.26875
S73.SI,25.1M,32639.5931544
S85.SI,591.5M,68877.58125
S91.SI,8.325B,203.709668948
T03.SI,574.2M,945622.660069
T04.SI,73.3M,57143
T06.SI,164.9M,196769.044792
T08.SI,47.1M,3202.44486149
T09.SI,133.9M,373372.708459
T12.SI,51.1M,10294.8256745
T13.SI,558.1M,3931390.3824
T14.SI,787.4M,312383.302257
T15.SI,6.684B,370824.125
T16.SI,62.4M,8219.70971574
T18.SI,551.2M,2214.55034722
T19.SI,21.0M,46628.9423611
T20.SI,3.1M,23296.975
T24.SI,404.6M,258390.280298
T28.SI,2.6M,71532.8140625
T35.SI,160.7M,478841.050946
T39.SI,6.804B,10739231.1598
T41.SI,118.1M,9392.975
T42.SI,53.2M,6624.59513438
T43.SI,79.1M,8198.14913655
T55.SI,309.3M,114095.168816
T77.SI,38.3M,4134.41041667
U01.SI,82.6M,39364.6125
U04.SI,1.438B,1795805.13542
U06.SI,4.594B,251816.92464
U09.SI,230.1M,974603.315714
U10.SI,1.178B,171817.198395
U11.SI,35.647B,42220664.1557
U13.SI,281.3M,12033.1929547
U14.SI,5.065B,5838727.59939
U18.SI,11.8M,2378.54166667
U19.SI,846.6M,2738144.02851
U77.SI,898.8M,726008.506741
U96.SI,9.613B,9777767.67674
V01.SI,552.9M,64998.1826389
V03.SI,2.118B,2817819.88946
V69.SI,52.0M,8220.81489644
W05.SI,1.548B,1143304.42382
W12.SI,60.8M,9048.36145833
X04.SI,5.334B,109460.331577
X27.SI,21.4M,1983.91111111
X64.SI,13.3M,4144.86649306
Y02.SI,304.1M,1097185.19444
Y03.SI,1.247B,70917.9773076
Y06.SI,45.4M,3437.728125
Y07.SI,37.5M,201840.936967
Y08.SI,137.4M,11898.7654514
Y34.SI,81.0M,69237.1501868
Y35.SI,130.5M,38490.2583333
Y45.SI,58.8M,187320.208333
Y92.SI,15.568B,11798615.5
Z01.SI,80.2M,26504.4439662
Z02.SI,14.4M,11112.8645833
Z25.SI,2.153B,1170088.43646
Z59.SI,856.3M,4198292.15434
Z74.SI,61.822B,58365919.29
